interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0009242,CUST000925,HDFC Textiles Solutions,2024-11-16,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Gupta,REP000006,INV0009244,Resolved,
INT0009243,CUST000925,HDFC Textiles Solutions,2024-10-24,Chat,Collection Call,Escalated to manager due to payment delays,Company,Rakesh Joshi,REP000048,INV0009242,Pending,
INT0009244,CUST000925,HDFC Textiles Solutions,2024-10-07,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Mishra,REP000026,INV0009246,Follow-up Required,
INT0009245,CUST000925,HDFC Textiles Solutions,2025-01-18,Call,Collection Call,Customer confirmed payment has been initiated,Company,Priya Gupta,REP000011,INV0009246,Resolved,
INT0009246,CUST000925,HDFC Textiles Solutions,2024-10-10,Email,Collection Call,Customer promised payment by next week,Company,Pooja Mishra,REP000033,INV0009242,Pending,
INT0009247,CUST000925,HDFC Textiles Solutions,2024-10-28,Meeting,Collection Call,Customer promised payment by next week,Company,Rakesh Gupta,REP000008,INV0009242,Follow-up Required,
INT0009248,CUST000925,HDFC Textiles Solutions,2024-12-30,Meeting,General Inquiry,Explained invoice details,Customer,Sanjay Mishra,REP000027,,Resolved,
INT0009251,CUST000926,Wipro Textiles Solutions,2024-12-29,Call,Account Review,Discussed upcoming orders and payment terms,Company,Anita Gupta,REP000016,,Follow-up Required,
INT0009252,CUST000926,Wipro Textiles Solutions,2024-12-09,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Amit Gupta,REP000002,INV0009254,Resolved,
INT0009253,CUST000926,Wipro Textiles Solutions,2024-12-04,Meeting,General Inquiry,Explained invoice details,Customer,Sanjay Gupta,REP000007,,Pending,
INT0009254,CUST000926,Wipro Textiles Solutions,2024-10-16,Email,Collection Call,Explained late payment fees and implications,Company,Pooja Mishra,REP000033,INV0009254,Follow-up Required,
INT0009255,CUST000926,Wipro Textiles Solutions,2024-12-11,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Pooja Mishra,REP000033,INV0009254,Resolved,
INT0009261,CUST000927,Mahindra Textiles Solutions,2024-11-10,Email,General Inquiry,Provided account balance information,Customer,Meena Mishra,REP000037,,Follow-up Required,
INT0009262,CUST000927,Mahindra Textiles Solutions,2024-10-29,Video Call,Collection Call,Customer disputed invoice amount,Company,Rakesh Joshi,REP000048,INV0009261,Resolved,
INT0009263,CUST000927,Mahindra Textiles Solutions,2024-10-03,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Mishra,REP000026,INV0009264,Pending,
INT0009264,CUST000927,Mahindra Textiles Solutions,2024-12-02,Call,Collection Call,Explained late payment fees and implications,Company,Amit Mishra,REP000022,INV0009261,Follow-up Required,
INT0009265,CUST000927,Mahindra Textiles Solutions,2025-02-26,Call,Collection Call,Customer promised payment by next week,Company,Rahul Gupta,REP000006,INV0009267,Resolved,
INT0009266,CUST000927,Mahindra Textiles Solutions,2025-02-03,Email,Collection Call,Escalated to manager due to payment delays,Company,Rahul Mishra,REP000026,INV0009261,Pending,
INT0009267,CUST000927,Mahindra Textiles Solutions,2025-03-28,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Joshi,REP000048,INV0009267,Follow-up Required,
INT0009268,CUST000927,Mahindra Textiles Solutions,2025-01-27,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Rani Gupta,REP000014,INV0009267,Resolved,
INT0009269,CUST000927,Mahindra Textiles Solutions,2025-04-15,Meeting,Account Review,Addressed concerns about recent shipments,Company,Shalini Mishra,REP000039,,Pending,
INT0009270,CUST000927,Mahindra Textiles Solutions,2024-10-09,Email,Collection Call,Customer confirmed payment has been initiated,Company,Rajesh Joshi,REP000049,INV0009261,Follow-up Required,
INT0009271,CUST000928,Birla Textiles Solutions,2025-04-04,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Rani Mishra,REP000034,INV0009271,Follow-up Required,
INT0009272,CUST000928,Birla Textiles Solutions,2025-01-31,Web Portal,Dispute Resolution,Processing refund for returned items,Company,Raj Joshi,REP000041,INV0009274,Resolved,
INT0009273,CUST000928,Birla Textiles Solutions,2025-03-28,Email,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Gupta,REP000004,INV0009271,Pending,
INT0009274,CUST000928,Birla Textiles Solutions,2025-01-08,Email,Collection Call,Escalated to manager due to payment delays,Company,Rahul Mishra,REP000026,INV0009271,Follow-up Required,
INT0009275,CUST000928,Birla Textiles Solutions,2024-12-17,Email,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Gupta,REP000010,INV0009271,Resolved,
INT0009281,CUST000929,Adani Textiles Solutions,2025-02-26,Video Call,Dispute Resolution,Discussed quality issues with recent shipment,Company,Sunita Mishra,REP000035,INV0009281,Follow-up Required,
INT0009282,CUST000929,Adani Textiles Solutions,2025-01-13,Chat,Payment Confirmation,Resolved payment allocation discrepancy,Customer,Sunita Gupta,REP000015,INV0009281,Resolved,
INT0009291,CUST000930,JSW Textiles Solutions,2025-02-07,Meeting,Collection Call,Customer disputed invoice amount,Company,Pooja Mishra,REP000033,INV0009294,Follow-up Required,
INT0009292,CUST000930,JSW Textiles Solutions,2024-12-08,Chat,Collection Call,Customer promised payment by next week,Company,Rahul Joshi,REP000046,INV0009292,Resolved,
INT0009293,CUST000930,JSW Textiles Solutions,2025-02-26,Meeting,Collection Call,Customer disputed invoice amount,Company,Ashok Joshi,REP000050,INV0009292,Pending,
INT0009294,CUST000930,JSW Textiles Solutions,2025-02-25,Chat,Collection Call,Customer promised payment by next week,Company,Sunita Mishra,REP000035,INV0009292,Follow-up Required,
INT0009295,CUST000930,JSW Textiles Solutions,2024-12-08,Email,Collection Call,Discussed payment of overdue invoices,Company,Ashok Joshi,REP000050,INV0009294,Resolved,
INT0009296,CUST000930,JSW Textiles Solutions,2024-12-23,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Meena Mishra,REP000037,INV0009292,Pending,
INT0009297,CUST000930,JSW Textiles Solutions,2024-12-27,Site Visit,Collection Call,Customer promised payment by next week,Company,Rahul Joshi,REP000046,INV0009294,Follow-up Required,
INT0009301,CUST000931,Godrej Textiles Solutions,2025-02-04,Web Portal,General Inquiry,Responded to statement request,Company,Anil Mishra,REP000025,,Follow-up Required,
INT0009302,CUST000931,Godrej Textiles Solutions,2024-12-31,Call,Dispute Resolution,Resolved shipping discrepancy,Customer,Rahul Mishra,REP000026,INV0009305,Resolved,
INT0009303,CUST000931,Godrej Textiles Solutions,2025-03-25,Web Portal,General Inquiry,Answered questions about payment methods,Customer,Neha Mishra,REP000032,,Pending,
INT0009311,CUST000932,L&T Textiles Solutions,2025-01-18,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Ashok Joshi,REP000050,INV0009315,Follow-up Required,
INT0009312,CUST000932,L&T Textiles Solutions,2024-10-05,Email,Collection Call,Discussed payment of overdue invoices,Company,Raj Mishra,REP000021,INV0009314,Resolved,
INT0009313,CUST000932,L&T Textiles Solutions,2025-03-07,Web Portal,Collection Call,Explained late payment fees and implications,Company,Rajesh Mishra,REP000029,INV0009315,Pending,
INT0009314,CUST000932,L&T Textiles Solutions,2024-12-07,Call,Collection Call,Explained late payment fees and implications,Company,Rakesh Gupta,REP000008,INV0009315,Follow-up Required,
INT0009315,CUST000932,L&T Textiles Solutions,2024-12-23,Site Visit,Collection Call,Explained late payment fees and implications,Company,Sunita Mishra,REP000035,INV0009314,Resolved,
INT0009316,CUST000932,L&T Textiles Solutions,2024-11-09,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Anil Mishra,REP000025,INV0009314,Pending,
INT0009317,CUST000932,L&T Textiles Solutions,2024-10-08,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Rajesh Gupta,REP000009,INV0009314,Follow-up Required,
INT0009321,CUST000933,ICICI Textiles Solutions,2025-03-12,Email,Collection Call,Explained late payment fees and implications,Company,Geeta Gupta,REP000020,INV0009324,Follow-up Required,
INT0009322,CUST000933,ICICI Textiles Solutions,2025-04-12,Email,Payment Confirmation,Received confirmation of payment transfer,Company,Sunil Mishra,REP000024,INV0009322,Resolved,
INT0009323,CUST000933,ICICI Textiles Solutions,2025-03-02,Chat,General Inquiry,Provided account balance information,Customer,Kavita Gupta,REP000018,,Pending,
INT0009324,CUST000933,ICICI Textiles Solutions,2024-12-12,Email,Collection Call,Customer disputed invoice amount,Company,Amit Gupta,REP000002,INV0009324,Follow-up Required,
INT0009325,CUST000933,ICICI Textiles Solutions,2025-03-16,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Anita Gupta,REP000016,INV0009324,Resolved,
INT0009331,CUST000934,SBI Textiles Solutions,2025-04-14,Video Call,Collection Call,Customer disputed invoice amount,Company,Amit Gupta,REP000002,INV0009334,Follow-up Required,
INT0009332,CUST000934,SBI Textiles Solutions,2024-10-31,Video Call,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Ashok Mishra,REP000030,INV0009331,Resolved,
INT0009333,CUST000934,SBI Textiles Solutions,2024-10-10,Site Visit,Collection Call,Customer promised payment by next week,Company,Anita Mishra,REP000036,INV0009331,Pending,
INT0009334,CUST000934,SBI Textiles Solutions,2025-01-25,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Gupta,REP000010,INV0009332,Follow-up Required,
INT0009335,CUST000934,SBI Textiles Solutions,2025-01-06,Video Call,Account Review,Quarterly account review meeting,Company,Pooja Mishra,REP000033,,Resolved,
INT0009336,CUST000934,SBI Textiles Solutions,2025-01-10,Chat,General Inquiry,Answered questions about payment methods,Customer,Ashok Gupta,REP000010,,Pending,
INT0009337,CUST000934,SBI Textiles Solutions,2025-04-07,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Kavita Mishra,REP000038,INV0009331,Follow-up Required,
INT0009341,CUST000935,TCS Textiles Solutions,2025-03-14,Site Visit,Payment Confirmation,Received confirmation of payment transfer,Company,Meena Gupta,REP000017,INV0009342,Follow-up Required,
INT0009351,CUST000936,Bajaj Textiles Solutions,2025-03-03,Chat,Collection Call,Escalated to manager due to payment delays,Company,Rani Mishra,REP000034,INV0009353,Follow-up Required,
INT0009352,CUST000936,Bajaj Textiles Solutions,2024-12-14,Video Call,Collection Call,Customer disputed invoice amount,Company,Vijay Mishra,REP000023,INV0009355,Resolved,
INT0009353,CUST000936,Bajaj Textiles Solutions,2025-02-25,Web Portal,Collection Call,Customer promised payment by next week,Company,Amit Joshi,REP000042,INV0009352,Pending,
INT0009354,CUST000936,Bajaj Textiles Solutions,2025-02-07,Web Portal,Collection Call,Customer disputed invoice amount,Company,Sanjay Joshi,REP000047,INV0009355,Follow-up Required,
INT0009355,CUST000936,Bajaj Textiles Solutions,2024-12-26,Site Visit,Collection Call,Explained late payment fees and implications,Company,Meena Gupta,REP000017,INV0009353,Resolved,
INT0009356,CUST000936,Bajaj Textiles Solutions,2024-12-04,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Gupta,REP000008,INV0009352,Pending,
INT0009357,CUST000936,Bajaj Textiles Solutions,2024-10-03,Chat,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Vijay Gupta,REP000003,INV0009351,Follow-up Required,
INT0009358,CUST000936,Bajaj Textiles Solutions,2025-04-03,Chat,Collection Call,Customer disputed invoice amount,Company,Vijay Gupta,REP000003,INV0009352,Resolved,
INT0009359,CUST000936,Bajaj Textiles Solutions,2025-04-10,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Neha Gupta,REP000012,INV0009352,Pending,
INT0009361,CUST000937,HCL Textiles Solutions,2024-12-16,Chat,Dispute Resolution,Processing refund for returned items,Customer,Anita Mishra,REP000036,INV0009364,Follow-up Required,
INT0009362,CUST000937,HCL Textiles Solutions,2024-12-19,Chat,Collection Call,Customer promised payment by next week,Company,Rani Mishra,REP000034,INV0009363,Resolved,
INT0009363,CUST000937,HCL Textiles Solutions,2025-03-24,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Vijay Mishra,REP000023,INV0009364,Pending,
INT0009364,CUST000937,HCL Textiles Solutions,2024-10-20,Web Portal,Account Review,Quarterly account review meeting,Company,Sunil Joshi,REP000044,,Follow-up Required,
INT0009365,CUST000937,HCL Textiles Solutions,2025-03-22,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Kavita Gupta,REP000018,INV0009364,Resolved,
INT0009366,CUST000937,HCL Textiles Solutions,2024-10-07,Call,Collection Call,Explained late payment fees and implications,Company,Sanjay Gupta,REP000007,INV0009364,Pending,
INT0009367,CUST000937,HCL Textiles Solutions,2025-04-03,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Shalini Gupta,REP000019,INV0009363,Follow-up Required,
INT0009368,CUST000937,HCL Textiles Solutions,2025-04-16,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Kavita Gupta,REP000018,INV0009367,Resolved,
INT0009369,CUST000937,HCL Textiles Solutions,2025-02-25,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Sanjay Joshi,REP000047,INV0009367,Pending,
INT0009371,CUST000938,Hindustan Textiles Solutions,2025-04-05,Meeting,Dispute Resolution,Created credit note for billing error,Customer,Rani Mishra,REP000034,INV0009371,Follow-up Required,
INT0009381,CUST000939,Indian Textiles Solutions,2024-12-13,Call,Collection Call,Customer confirmed payment has been initiated,Company,Neha Mishra,REP000032,INV0009388,Follow-up Required,
INT0009382,CUST000939,Indian Textiles Solutions,2024-10-31,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Joshi,REP000049,INV0009388,Resolved,
INT0009383,CUST000939,Indian Textiles Solutions,2024-12-27,Email,General Inquiry,Provided account balance information,Company,Anil Mishra,REP000025,,Pending,
INT0009384,CUST000939,Indian Textiles Solutions,2024-10-02,Chat,Collection Call,Explained late payment fees and implications,Company,Sanjay Mishra,REP000027,INV0009382,Follow-up Required,
INT0009385,CUST000939,Indian Textiles Solutions,2024-12-15,Email,Collection Call,Left voicemail regarding overdue payment,Company,Pooja Mishra,REP000033,INV0009388,Resolved,
INT0009386,CUST000939,Indian Textiles Solutions,2025-02-21,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Anil Gupta,REP000005,INV0009382,Pending,
INT0009391,CUST000940,Tech Textiles Solutions,2025-04-05,Meeting,Payment Confirmation,Received confirmation of payment transfer,Customer,Raj Gupta,REP000001,INV0009394,Follow-up Required,
INT0009392,CUST000940,Tech Textiles Solutions,2025-03-28,Web Portal,Payment Confirmation,Resolved payment allocation discrepancy,Company,Raj Gupta,REP000001,INV0009393,Resolved,
INT0009393,CUST000940,Tech Textiles Solutions,2024-10-02,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Mishra,REP000029,INV0009392,Pending,
INT0009394,CUST000940,Tech Textiles Solutions,2024-12-22,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Joshi,REP000044,INV0009392,Follow-up Required,
INT0009401,CUST000941,Tata Pharma Solutions,2025-03-24,Email,Collection Call,Explained late payment fees and implications,Company,Sunil Joshi,REP000044,INV0009403,Follow-up Required,
INT0009402,CUST000941,Tata Pharma Solutions,2024-10-18,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rani Mishra,REP000034,INV0009403,Resolved,
INT0009403,CUST000941,Tata Pharma Solutions,2024-12-04,Meeting,Collection Call,Customer disputed invoice amount,Company,Shalini Mishra,REP000039,INV0009403,Pending,
INT0009404,CUST000941,Tata Pharma Solutions,2025-04-07,Site Visit,Collection Call,Explained late payment fees and implications,Company,Sunita Gupta,REP000015,INV0009403,Follow-up Required,
INT0009405,CUST000941,Tata Pharma Solutions,2024-11-19,Call,Collection Call,Escalated to manager due to payment delays,Company,Rahul Gupta,REP000006,INV0009403,Resolved,
INT0009406,CUST000941,Tata Pharma Solutions,2024-11-08,Chat,Payment Confirmation,Verified payment receipt for invoice,Customer,Rahul Joshi,REP000046,INV0009403,Pending,
INT0009411,CUST000942,Reliance Pharma Solutions,2025-04-15,Chat,Collection Call,Customer disputed invoice amount,Company,Raj Gupta,REP000001,INV0009417,Follow-up Required,
INT0009412,CUST000942,Reliance Pharma Solutions,2025-01-04,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Sanjay Gupta,REP000007,INV0009417,Resolved,
INT0009413,CUST000942,Reliance Pharma Solutions,2024-10-15,Chat,Collection Call,Customer disputed invoice amount,Company,Anil Mishra,REP000025,INV0009417,Pending,
INT0009414,CUST000942,Reliance Pharma Solutions,2025-01-03,Video Call,Collection Call,Customer promised payment by next week,Company,Rajesh Joshi,REP000049,INV0009414,Follow-up Required,
INT0009415,CUST000942,Reliance Pharma Solutions,2025-02-14,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Sunil Gupta,REP000004,INV0009417,Resolved,
INT0009416,CUST000942,Reliance Pharma Solutions,2024-12-23,Call,Collection Call,Customer promised payment by next week,Company,Sanjay Mishra,REP000027,INV0009417,Pending,
INT0009417,CUST000942,Reliance Pharma Solutions,2025-01-25,Email,Collection Call,Explained late payment fees and implications,Company,Geeta Gupta,REP000020,INV0009417,Follow-up Required,
INT0009421,CUST000943,Infosys Pharma Solutions,2025-02-24,Meeting,Dispute Resolution,Resolved shipping discrepancy,Customer,Amit Joshi,REP000042,INV0009421,Follow-up Required,
INT0009422,CUST000943,Infosys Pharma Solutions,2025-04-07,Call,Collection Call,Discussed payment of overdue invoices,Company,Meena Gupta,REP000017,INV0009421,Resolved,
INT0009423,CUST000943,Infosys Pharma Solutions,2024-11-29,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Joshi,REP000047,INV0009421,Pending,
INT0009424,CUST000943,Infosys Pharma Solutions,2024-11-16,Email,Payment Confirmation,Verified payment receipt for invoice,Company,Ashok Mishra,REP000030,INV0009422,Follow-up Required,
INT0009425,CUST000943,Infosys Pharma Solutions,2025-01-09,Web Portal,Collection Call,Customer promised payment by next week,Company,Rakesh Gupta,REP000008,INV0009421,Resolved,
INT0009431,CUST000944,Bharti Pharma Solutions,2024-12-20,Email,Account Review,Quarterly account review meeting,Company,Kavita Mishra,REP000038,,Follow-up Required,
INT0009432,CUST000944,Bharti Pharma Solutions,2025-03-12,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Sanjay Gupta,REP000007,INV0009435,Resolved,
INT0009433,CUST000944,Bharti Pharma Solutions,2025-03-18,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Mishra,REP000026,INV0009435,Pending,
INT0009441,CUST000945,HDFC Pharma Solutions,2025-01-07,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Sunita Mishra,REP000035,INV0009444,Follow-up Required,
INT0009442,CUST000945,HDFC Pharma Solutions,2024-11-20,Web Portal,Dispute Resolution,Customer reported incorrect billing,Company,Pooja Mishra,REP000033,INV0009444,Resolved,
INT0009443,CUST000945,HDFC Pharma Solutions,2024-11-26,Web Portal,Dispute Resolution,Processing refund for returned items,Customer,Raj Mishra,REP000021,INV0009441,Pending,
INT0009444,CUST000945,HDFC Pharma Solutions,2024-10-17,Email,Collection Call,Customer disputed invoice amount,Company,Rakesh Joshi,REP000048,INV0009444,Follow-up Required,
INT0009451,CUST000946,Wipro Pharma Solutions,2025-01-06,Web Portal,Account Review,Quarterly account review meeting,Company,Raj Gupta,REP000001,,Follow-up Required,
INT0009452,CUST000946,Wipro Pharma Solutions,2024-12-27,Email,Collection Call,Left voicemail regarding overdue payment,Company,Shalini Mishra,REP000039,INV0009455,Resolved,
INT0009453,CUST000946,Wipro Pharma Solutions,2024-10-02,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Gupta,REP000006,INV0009455,Pending,
INT0009454,CUST000946,Wipro Pharma Solutions,2024-10-24,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Sunil Joshi,REP000044,INV0009455,Follow-up Required,
INT0009455,CUST000946,Wipro Pharma Solutions,2024-11-08,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Kavita Mishra,REP000038,INV0009455,Resolved,
INT0009461,CUST000947,Mahindra Pharma Solutions,2025-04-17,Site Visit,Payment Confirmation,Verified payment receipt for invoice,Company,Amit Joshi,REP000042,INV0009463,Follow-up Required,
INT0009471,CUST000948,Birla Pharma Solutions,2025-01-05,Email,Dispute Resolution,Clarified invoice line items,Company,Sunil Gupta,REP000004,INV0009471,Follow-up Required,
INT0009472,CUST000948,Birla Pharma Solutions,2025-02-16,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Mishra,REP000030,INV0009473,Resolved,
INT0009473,CUST000948,Birla Pharma Solutions,2024-12-10,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Geeta Gupta,REP000020,INV0009473,Pending,
INT0009474,CUST000948,Birla Pharma Solutions,2025-04-09,Call,Dispute Resolution,Discussed quality issues with recent shipment,Company,Rani Mishra,REP000034,INV0009473,Follow-up Required,
INT0009481,CUST000949,Adani Pharma Solutions,2025-02-19,Site Visit,Collection Call,Explained late payment fees and implications,Company,Shalini Mishra,REP000039,INV0009484,Follow-up Required,
INT0009482,CUST000949,Adani Pharma Solutions,2024-11-05,Email,Payment Confirmation,Received confirmation of payment transfer,Customer,Meena Gupta,REP000017,INV0009486,Resolved,
INT0009483,CUST000949,Adani Pharma Solutions,2025-02-02,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Sunil Joshi,REP000044,INV0009487,Pending,
INT0009484,CUST000949,Adani Pharma Solutions,2025-01-20,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Gupta,REP000009,INV0009487,Follow-up Required,
INT0009485,CUST000949,Adani Pharma Solutions,2024-11-04,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Anil Gupta,REP000005,INV0009484,Resolved,
INT0009486,CUST000949,Adani Pharma Solutions,2025-01-31,Call,Collection Call,Discussed payment of overdue invoices,Company,Kavita Mishra,REP000038,INV0009484,Pending,
INT0009491,CUST000950,JSW Pharma Solutions,2024-10-19,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Amit Mishra,REP000022,INV0009494,Follow-up Required,
INT0009492,CUST000950,JSW Pharma Solutions,2025-02-28,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Anil Gupta,REP000005,INV0009494,Resolved,
INT0009493,CUST000950,JSW Pharma Solutions,2025-01-21,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Raj Gupta,REP000001,INV0009491,Pending,
INT0009494,CUST000950,JSW Pharma Solutions,2024-11-22,Email,Account Review,Reviewed credit limit and payment history,Company,Geeta Mishra,REP000040,,Follow-up Required,
INT0009495,CUST000950,JSW Pharma Solutions,2025-03-18,Site Visit,Payment Confirmation,Resolved payment allocation discrepancy,Customer,Rahul Gupta,REP000006,INV0009493,Resolved,
INT0009501,CUST000951,Godrej Pharma Solutions,2024-12-25,Meeting,Account Review,Reviewed credit limit and payment history,Company,Meena Mishra,REP000037,,Follow-up Required,
INT0009502,CUST000951,Godrej Pharma Solutions,2024-10-13,Call,Collection Call,Discussed payment of overdue invoices,Company,Raj Gupta,REP000001,INV0009502,Resolved,
INT0009503,CUST000951,Godrej Pharma Solutions,2025-02-26,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Pooja Mishra,REP000033,INV0009508,Pending,
INT0009504,CUST000951,Godrej Pharma Solutions,2025-01-18,Video Call,General Inquiry,Shared payment history report,Customer,Vijay Gupta,REP000003,,Follow-up Required,
INT0009505,CUST000951,Godrej Pharma Solutions,2024-11-21,Email,Collection Call,Customer disputed invoice amount,Company,Anita Mishra,REP000036,INV0009502,Resolved,
INT0009506,CUST000951,Godrej Pharma Solutions,2025-02-03,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Anil Joshi,REP000045,INV0009502,Pending,
INT0009507,CUST000951,Godrej Pharma Solutions,2025-03-02,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Mishra,REP000028,INV0009508,Follow-up Required,
INT0009511,CUST000952,L&T Pharma Solutions,2025-02-14,Email,Collection Call,Customer promised payment by next week,Company,Rakesh Gupta,REP000008,INV0009511,Follow-up Required,
INT0009512,CUST000952,L&T Pharma Solutions,2025-03-07,Video Call,Payment Confirmation,Confirmed check has been processed,Company,Kavita Mishra,REP000038,INV0009512,Resolved,
INT0009513,CUST000952,L&T Pharma Solutions,2024-10-28,Site Visit,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Pooja Gupta,REP000013,INV0009512,Pending,
INT0009514,CUST000952,L&T Pharma Solutions,2024-12-13,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Kavita Gupta,REP000018,INV0009511,Follow-up Required,
INT0009515,CUST000952,L&T Pharma Solutions,2024-12-14,Call,Collection Call,Discussed payment of overdue invoices,Company,Meena Mishra,REP000037,INV0009511,Resolved,
INT0009521,CUST000953,ICICI Pharma Solutions,2025-04-06,Site Visit,Account Review,Quarterly account review meeting,Company,Vijay Mishra,REP000023,,Follow-up Required,
INT0009531,CUST000954,SBI Pharma Solutions,2025-03-26,Site Visit,Collection Call,Explained late payment fees and implications,Company,Rakesh Joshi,REP000048,INV0009534,Follow-up Required,
INT0009532,CUST000954,SBI Pharma Solutions,2024-12-14,Chat,Collection Call,Customer disputed invoice amount,Company,Sunil Mishra,REP000024,INV0009534,Resolved,
INT0009533,CUST000954,SBI Pharma Solutions,2024-10-02,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Rani Gupta,REP000014,INV0009534,Pending,
INT0009541,CUST000955,TCS Pharma Solutions,2024-11-01,Chat,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Sanjay Gupta,REP000007,INV0009544,Follow-up Required,
INT0009542,CUST000955,TCS Pharma Solutions,2025-02-10,Call,Payment Confirmation,Confirmed check has been processed,Customer,Anita Gupta,REP000016,INV0009545,Resolved,
INT0009543,CUST000955,TCS Pharma Solutions,2025-04-04,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Mishra,REP000028,INV0009545,Pending,
INT0009551,CUST000956,Bajaj Pharma Solutions,2024-11-20,Web Portal,Collection Call,Customer promised payment by next week,Company,Kavita Gupta,REP000018,INV0009553,Follow-up Required,
INT0009552,CUST000956,Bajaj Pharma Solutions,2025-03-23,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Amit Gupta,REP000002,INV0009553,Resolved,
INT0009553,CUST000956,Bajaj Pharma Solutions,2024-12-15,Video Call,Payment Confirmation,Resolved payment allocation discrepancy,Company,Sunil Mishra,REP000024,INV0009551,Pending,
INT0009554,CUST000956,Bajaj Pharma Solutions,2025-02-16,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Amit Mishra,REP000022,INV0009553,Follow-up Required,
INT0009555,CUST000956,Bajaj Pharma Solutions,2025-02-27,Chat,Collection Call,Explained late payment fees and implications,Company,Kavita Gupta,REP000018,INV0009553,Resolved,
INT0009561,CUST000957,HCL Pharma Solutions,2024-11-10,Call,Account Review,Discussed upcoming orders and payment terms,Company,Neha Gupta,REP000012,,Follow-up Required,
INT0009562,CUST000957,HCL Pharma Solutions,2025-02-11,Web Portal,Collection Call,Customer promised payment by next week,Company,Sunil Gupta,REP000004,INV0009563,Resolved,
INT0009563,CUST000957,HCL Pharma Solutions,2025-03-13,Site Visit,Collection Call,Customer promised payment by next week,Company,Anil Gupta,REP000005,INV0009563,Pending,
INT0009564,CUST000957,HCL Pharma Solutions,2025-01-16,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Kavita Mishra,REP000038,INV0009561,Follow-up Required,
INT0009565,CUST000957,HCL Pharma Solutions,2025-01-07,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Anil Gupta,REP000005,INV0009563,Resolved,
