customer_id,customer_name,primary_contact,email,phone,address_line1,city,state,postal_code,country,gst_number,payment_terms,credit_limit,available_credit,industry_sector,customer_category,onboarding_date,status
CUST000760,Tech Chemicals Enterprises,Geeta Banerjee,geeta.banerjee@techchemicalsenterprises.com,+918489175004,57, Tech Park,Guwahati,Assam,492307,India,18ABCDE7591ZZ,Net 7,32566483,18688668.18,Healthcare,Large,2022-04-02,Active
CUST000761,Tata Logistics Enterprises,Raj Chatterjee,raj.chatterjee@tatalogisticsenterprises.com,+918584269027,31, Anna Salai,Mumbai,Maharashtra,421805,India,27ABCDE7601ZZ,Net 60,469375,379010.66,Automotive,Small,2020-05-01,Active
CUST000762,Reliance Logistics Enterprises,Amit Chatterjee,amit.chatterjee@reliancelogisticsenterprises.com,+918428103497,29, Anna Salai,Delhi,Delhi,441688,India,07ABCDE7611ZZ,Net 30,842175,737958.97,Energy,Small,2023-11-03,Active
CUST000763,Infosys Logistics Enterprises,Vijay Chatterjee,vijay.chatterjee@infosyslogisticsenterprises.com,+919771077062,58, Anna Salai,Bangalore,Karnataka,438454,India,29ABCDE7621ZZ,Net 30,7066839,4757671.48,Hospitality,Medium,2024-06-06,Active
CUST000764,Bharti Logistics Enterprises,Sunil Chatterjee,sunil.chatterjee@bhartilogisticsenterprises.com,+918215775430,19, Anna Salai,Hyderabad,Telangana,423732,India,36ABCDE7631ZZ,Net 30,1130210,527213.79,Education,Medium,2022-06-07,Active
CUST000765,HDFC Logistics Enterprises,Anil Chatterjee,anil.chatterjee@hdfclogisticsenterprises.com,+918340201670,28, Anna Salai,Chennai,Tamil Nadu,497474,India,33ABCDE7641ZZ,Net 45,5393355,5137655.99,Media & Entertainment,Medium,2024-05-23,Active
CUST000766,Wipro Logistics Enterprises,Rahul Chatterjee,rahul.chatterjee@wiprologisticsenterprises.com,+919183190769,98, Anna Salai,Kolkata,West Bengal,416672,India,19ABCDE7651ZZ,Net 15,730266,670500.61,FMCG,Small,2022-08-26,Active
CUST000767,Mahindra Logistics Enterprises,Sanjay Chatterjee,sanjay.chatterjee@mahindralogisticsenterprises.com,+917068838763,59, Anna Salai,Pune,Maharashtra,460777,India,27ABCDE7661ZZ,Net 60,581865,394985.00,Agriculture,Small,2022-01-31,Active
CUST000768,Birla Logistics Enterprises,Rakesh Chatterjee,rakesh.chatterjee@birlalogisticsenterprises.com,+917483860545,59, Anna Salai,Ahmedabad,Gujarat,432724,India,24ABCDE7671ZZ,Net 30,13962025,13139626.01,Construction,Large,2019-01-14,Active
CUST000769,Adani Logistics Enterprises,Rajesh Chatterjee,rajesh.chatterjee@adanilogisticsenterprises.com,+919997406490,28, Anna Salai,Jaipur,Rajasthan,449164,India,08ABCDE7681ZZ,Net 15,2593814,1322123.20,Manufacturing,Medium,2019-10-18,Active
CUST000770,JSW Logistics Enterprises,Ashok Chatterjee,ashok.chatterjee@jswlogisticsenterprises.com,+918345321539,10, Anna Salai,Lucknow,Uttar Pradesh,495257,India,09ABCDE7691ZZ,Net 45,7427305,6267532.94,IT Services,Medium,2020-09-14,Active
CUST000771,Godrej Logistics Enterprises,Priya Chatterjee,priya.chatterjee@godrejlogisticsenterprises.com,+919804996337,59, Anna Salai,Chandigarh,Punjab,416220,India,03ABCDE7701ZZ,Net 45,347460,109856.52,Banking & Finance,Small,2018-05-09,Active
CUST000772,L&T Logistics Enterprises,Neha Chatterjee,neha.chatterjee@l&tlogisticsenterprises.com,+918466023712,16, Anna Salai,Indore,Madhya Pradesh,442411,India,23ABCDE7711ZZ,Net 30,1764144,1687846.03,Pharmaceuticals,Medium,2024-04-09,Active
CUST000773,ICICI Logistics Enterprises,Pooja Chatterjee,pooja.chatterjee@icicilogisticsenterprises.com,+917569256508,66, Anna Salai,Kochi,Kerala,414615,India,32ABCDE7721ZZ,Net 7,356483,210858.99,Retail,Small,2019-03-24,Active
CUST000774,SBI Logistics Enterprises,Rani Chatterjee,rani.chatterjee@sbilogisticsenterprises.com,+917275914569,66, Anna Salai,Nagpur,Maharashtra,403135,India,27ABCDE7731ZZ,Net 15,43214941,35811373.96,Real Estate,Large,2020-12-19,Active
CUST000775,TCS Logistics Enterprises,Sunita Chatterjee,sunita.chatterjee@tcslogisticsenterprises.com,+918977358942,69, Anna Salai,Bhopal,Madhya Pradesh,400133,India,23ABCDE7741ZZ,Net 7,103471,71807.36,Telecommunications,Small,2023-02-10,Active
CUST000776,Bajaj Logistics Enterprises,Anita Chatterjee,anita.chatterjee@bajajlogisticsenterprises.com,+917943239798,68, Anna Salai,Surat,Gujarat,415673,India,24ABCDE7751ZZ,Net 45,6569728,4016966.86,Healthcare,Medium,2018-03-18,Active
CUST000777,HCL Logistics Enterprises,Meena Chatterjee,meena.chatterjee@hcllogisticsenterprises.com,+917321364303,99, Anna Salai,Vadodara,Gujarat,424906,India,24ABCDE7761ZZ,COD,4015131,1598793.99,Automotive,Medium,2024-06-16,Active
CUST000778,Hindustan Logistics Enterprises,Kavita Chatterjee,kavita.chatterjee@hindustanlogisticsenterprises.com,+919135246655,94, Anna Salai,Coimbatore,Tamil Nadu,457206,India,33ABCDE7771ZZ,Net 15,103951,41617.41,Energy,Small,2023-05-30,Active
CUST000779,Indian Logistics Enterprises,Shalini Chatterjee,shalini.chatterjee@indianlogisticsenterprises.com,+918635343263,13, Anna Salai,Visakhapatnam,Andhra Pradesh,407207,India,37ABCDE7781ZZ,Net 30,36709864,34099549.26,Hospitality,Large,2023-07-18,Active
CUST000780,Tech Logistics Enterprises,Geeta Chatterjee,geeta.chatterjee@techlogisticsenterprises.com,+918451441762,66, Anna Salai,Guwahati,Assam,465831,India,18ABCDE7791ZZ,Net 15,8224202,3523924.45,Education,Medium,2021-10-07,Active
CUST000781,Tata Infrastructure Enterprises,Raj Kapoor,raj.kapoor@tatainfrastructureenterprises.com,+917096387923,49, GS Road,Mumbai,Maharashtra,423728,India,27ABCDE7801ZZ,Net 45,4067460,3262457.62,Media & Entertainment,Medium,2024-06-05,Active
CUST000782,Reliance Infrastructure Enterprises,Amit Kapoor,amit.kapoor@relianceinfrastructureenterprises.com,+917925668276,24, GS Road,Delhi,Delhi,439284,India,07ABCDE7811ZZ,Net 30,4851626,4126562.73,FMCG,Medium,2024-06-13,Inactive
CUST000783,Infosys Infrastructure Enterprises,Vijay Kapoor,vijay.kapoor@infosysinfrastructureenterprises.com,+918086521585,97, GS Road,Bangalore,Karnataka,482051,India,29ABCDE7821ZZ,Net 30,7308233,6841879.42,Agriculture,Medium,2023-09-04,Active
CUST000784,Bharti Infrastructure Enterprises,Sunil Kapoor,sunil.kapoor@bhartiinfrastructureenterprises.com,+918434800793,34, GS Road,Hyderabad,Telangana,468754,India,36ABCDE7831ZZ,Net 7,3437169,1568684.45,Construction,Medium,2020-01-19,Active
CUST000785,HDFC Infrastructure Enterprises,Anil Kapoor,anil.kapoor@hdfcinfrastructureenterprises.com,+919730848038,94, GS Road,Chennai,Tamil Nadu,468301,India,33ABCDE7841ZZ,COD,32346599,22142684.91,Manufacturing,Large,2020-06-30,Active
CUST000786,Wipro Infrastructure Enterprises,Rahul Kapoor,rahul.kapoor@wiproinfrastructureenterprises.com,+917076832824,81, GS Road,Kolkata,West Bengal,446547,India,19ABCDE7851ZZ,Net 30,437664,213101.80,IT Services,Small,2021-12-16,Active
CUST000787,Mahindra Infrastructure Enterprises,Sanjay Kapoor,sanjay.kapoor@mahindrainfrastructureenterprises.com,+919229490452,66, GS Road,Pune,Maharashtra,446692,India,27ABCDE7861ZZ,Net 60,233212,212910.47,Banking & Finance,Small,2024-10-11,Active
CUST000788,Birla Infrastructure Enterprises,Rakesh Kapoor,rakesh.kapoor@birlainfrastructureenterprises.com,+919263338182,34, GS Road,Ahmedabad,Gujarat,447985,India,24ABCDE7871ZZ,Net 30,819160,542782.20,Pharmaceuticals,Small,2020-10-01,Active
CUST000789,Adani Infrastructure Enterprises,Rajesh Kapoor,rajesh.kapoor@adaniinfrastructureenterprises.com,+918044991044,53, GS Road,Jaipur,Rajasthan,441544,India,08ABCDE7881ZZ,Net 30,792425,685811.28,Retail,Small,2018-08-25,Active
CUST000790,JSW Infrastructure Enterprises,Ashok Kapoor,ashok.kapoor@jswinfrastructureenterprises.com,+919734574584,77, GS Road,Lucknow,Uttar Pradesh,461503,India,09ABCDE7891ZZ,Net 45,269354,121517.70,Real Estate,Small,2018-08-09,Active
CUST000791,Godrej Infrastructure Enterprises,Priya Kapoor,priya.kapoor@godrejinfrastructureenterprises.com,+917270639036,81, GS Road,Chandigarh,Punjab,411698,India,03ABCDE7901ZZ,Net 30,6481964,2513569.34,Telecommunications,Medium,2019-02-08,Active
CUST000792,L&T Infrastructure Enterprises,Neha Kapoor,neha.kapoor@l&tinfrastructureenterprises.com,+917011077559,95, GS Road,Indore,Madhya Pradesh,431147,India,23ABCDE7911ZZ,Net 15,44697523,43696469.77,Healthcare,Large,2021-07-09,Active
CUST000793,ICICI Infrastructure Enterprises,Pooja Kapoor,pooja.kapoor@iciciinfrastructureenterprises.com,+919076008015,76, GS Road,Kochi,Kerala,421962,India,32ABCDE7921ZZ,Net 45,1178314,937160.33,Automotive,Medium,2020-08-27,Active
CUST000794,SBI Infrastructure Enterprises,Rani Kapoor,rani.kapoor@sbiinfrastructureenterprises.com,+918105776455,95, GS Road,Nagpur,Maharashtra,460685,India,27ABCDE7931ZZ,Net 30,4412780,1567704.48,Energy,Medium,2024-10-13,Active
CUST000795,TCS Infrastructure Enterprises,Sunita Kapoor,sunita.kapoor@tcsinfrastructureenterprises.com,+919659301026,58, GS Road,Bhopal,Madhya Pradesh,445061,India,23ABCDE7941ZZ,Net 45,45644915,23450652.61,Hospitality,Large,2020-04-11,Active
CUST000796,Bajaj Infrastructure Enterprises,Anita Kapoor,anita.kapoor@bajajinfrastructureenterprises.com,+919806521701,4, GS Road,Surat,Gujarat,402810,India,24ABCDE7951ZZ,Net 30,7879766,3035687.69,Education,Medium,2021-04-21,Active
CUST000797,HCL Infrastructure Enterprises,Meena Kapoor,meena.kapoor@hclinfrastructureenterprises.com,+919311685770,40, GS Road,Vadodara,Gujarat,497367,India,24ABCDE7961ZZ,Net 30,665401,417846.95,Media & Entertainment,Small,2023-02-27,Active
CUST000798,Hindustan Infrastructure Enterprises,Kavita Kapoor,kavita.kapoor@hindustaninfrastructureenterprises.com,+919980212148,81, GS Road,Coimbatore,Tamil Nadu,474306,India,33ABCDE7971ZZ,Net 30,154306534,62977455.29,FMCG,Enterprise,2018-01-26,Inactive
CUST000799,Indian Infrastructure Enterprises,Shalini Kapoor,shalini.kapoor@indianinfrastructureenterprises.com,+918886272046,93, GS Road,Visakhapatnam,Andhra Pradesh,486162,India,37ABCDE7981ZZ,Net 15,6591670,4428844.89,Agriculture,Medium,2019-05-11,Active
CUST000800,Tech Infrastructure Enterprises,Geeta Kapoor,geeta.kapoor@techinfrastructureenterprises.com,+919242310228,91, GS Road,Guwahati,Assam,457497,India,18ABCDE7991ZZ,Net 60,7781641,2721272.18,Construction,Medium,2020-07-13,Active
CUST000801,Tata Tech Solutions,Raj Sharma,raj.sharma@tatatechsolutions.com,+918255407065,16, MG Road,Mumbai,Maharashtra,474827,India,27ABCDE8001ZZ,Net 30,8293360,3584394.67,Manufacturing,Medium,2020-06-05,Active
CUST000802,Reliance Tech Solutions,Amit Sharma,amit.sharma@reliancetechsolutions.com,+918300025433,5, MG Road,Delhi,Delhi,426685,India,07ABCDE8011ZZ,Net 30,869177,514081.48,IT Services,Small,2024-01-27,Active
CUST000803,Infosys Tech Solutions,Vijay Sharma,vijay.sharma@infosystechsolutions.com,+917826023287,9, MG Road,Bangalore,Karnataka,496839,India,29ABCDE8021ZZ,Net 30,563431,254674.72,Banking & Finance,Small,2018-02-05,Active
CUST000804,Bharti Tech Solutions,Sunil Sharma,sunil.sharma@bhartitechsolutions.com,+919139733895,41, MG Road,Hyderabad,Telangana,433681,India,36ABCDE8031ZZ,COD,401489,196682.05,Pharmaceuticals,Small,2022-03-17,Active
CUST000805,HDFC Tech Solutions,Anil Sharma,anil.sharma@hdfctechsolutions.com,+917717392070,21, MG Road,Chennai,Tamil Nadu,430764,India,33ABCDE8041ZZ,Net 30,7975075,6603956.61,Retail,Medium,2021-04-24,Active
CUST000806,Wipro Tech Solutions,Rahul Sharma,rahul.sharma@wiprotechsolutions.com,+917682395677,1, MG Road,Kolkata,West Bengal,418244,India,19ABCDE8051ZZ,Net 60,148094,101849.69,Real Estate,Small,2023-02-25,Active
CUST000807,Mahindra Tech Solutions,Sanjay Sharma,sanjay.sharma@mahindratechsolutions.com,+919428669172,79, MG Road,Pune,Maharashtra,476494,India,27ABCDE8061ZZ,Net 45,27574415,14318269.99,Telecommunications,Large,2019-04-26,Active
CUST000808,Birla Tech Solutions,Rakesh Sharma,rakesh.sharma@birlatechsolutions.com,+917426047559,76, MG Road,Ahmedabad,Gujarat,451911,India,24ABCDE8071ZZ,Net 15,6878872,4213160.61,Healthcare,Medium,2023-08-14,Active
CUST000809,Adani Tech Solutions,Rajesh Sharma,rajesh.sharma@adanitechsolutions.com,+919034324744,50, MG Road,Jaipur,Rajasthan,487266,India,08ABCDE8081ZZ,Net 15,11546069,6575857.71,Automotive,Large,2020-07-24,Active
CUST000810,JSW Tech Solutions,Ashok Sharma,ashok.sharma@jswtechsolutions.com,+919413085635,84, MG Road,Lucknow,Uttar Pradesh,448867,India,09ABCDE8091ZZ,Net 45,19083835,17387318.34,Energy,Large,2021-07-29,Active
CUST000811,Godrej Tech Solutions,Priya Sharma,priya.sharma@godrejtechsolutions.com,+918684590644,97, MG Road,Chandigarh,Punjab,483397,India,03ABCDE8101ZZ,Net 15,6582703,5995075.22,Hospitality,Medium,2021-02-23,Active
CUST000812,L&T Tech Solutions,Neha Sharma,neha.sharma@l&ttechsolutions.com,+919662730438,84, MG Road,Indore,Madhya Pradesh,474464,India,23ABCDE8111ZZ,COD,9272267,7880523.62,Education,Medium,2021-07-30,Active
CUST000813,ICICI Tech Solutions,Pooja Sharma,pooja.sharma@icicitechsolutions.com,+919115398613,18, MG Road,Kochi,Kerala,490548,India,32ABCDE8121ZZ,Net 45,1448526,508750.95,Media & Entertainment,Medium,2018-11-27,Active
CUST000814,SBI Tech Solutions,Rani Sharma,rani.sharma@sbitechsolutions.com,+919695930307,45, MG Road,Nagpur,Maharashtra,481719,India,27ABCDE8131ZZ,Net 30,500115,454872.03,FMCG,Small,2022-07-16,Active
CUST000815,TCS Tech Solutions,Sunita Sharma,sunita.sharma@tcstechsolutions.com,+918649257760,60, MG Road,Bhopal,Madhya Pradesh,454016,India,23ABCDE8141ZZ,Net 30,4410904,3633546.85,Agriculture,Medium,2019-08-27,Active
CUST000816,Bajaj Tech Solutions,Anita Sharma,anita.sharma@bajajtechsolutions.com,+919146601553,58, MG Road,Surat,Gujarat,473079,India,24ABCDE8151ZZ,Net 60,43244193,15109360.26,Construction,Large,2023-12-22,Active
CUST000817,HCL Tech Solutions,Meena Sharma,meena.sharma@hcltechsolutions.com,+917889236529,82, MG Road,Vadodara,Gujarat,463542,India,24ABCDE8161ZZ,Net 45,7298242,3949009.06,Manufacturing,Medium,2023-07-22,Active
CUST000818,Hindustan Tech Solutions,Kavita Sharma,kavita.sharma@hindustantechsolutions.com,+919656711664,35, MG Road,Coimbatore,Tamil Nadu,487397,India,33ABCDE8171ZZ,Net 30,929026,495123.95,IT Services,Small,2024-09-02,Inactive
CUST000819,Indian Tech Solutions,Shalini Sharma,shalini.sharma@indiantechsolutions.com,+917459977160,48, MG Road,Visakhapatnam,Andhra Pradesh,451072,India,37ABCDE8181ZZ,Net 15,682522,450832.95,Banking & Finance,Small,2021-08-30,Active
CUST000820,Tech Tech Solutions,Geeta Sharma,geeta.sharma@techtechsolutions.com,+919084421511,56, MG Road,Guwahati,Assam,466033,India,18ABCDE8191ZZ,Net 15,5817509,5019869.58,Pharmaceuticals,Medium,2022-10-31,Active
CUST000821,Tata Info Solutions,Raj Patel,raj.patel@tatainfosolutions.com,+917284121916,60, Gandhi Nagar,Mumbai,Maharashtra,435953,India,27ABCDE8201ZZ,Net 15,7645044,7011204.14,Retail,Medium,2023-12-08,Active
CUST000822,Reliance Info Solutions,Amit Patel,amit.patel@relianceinfosolutions.com,+918226551235,51, Gandhi Nagar,Delhi,Delhi,479445,India,07ABCDE8211ZZ,Net 60,15233967,7555375.04,Real Estate,Large,2018-04-15,Active
CUST000823,Infosys Info Solutions,Vijay Patel,vijay.patel@infosysinfosolutions.com,+919852681300,32, Gandhi Nagar,Bangalore,Karnataka,458516,India,29ABCDE8221ZZ,Net 30,877802,487500.66,Telecommunications,Small,2024-06-20,Active
CUST000824,Bharti Info Solutions,Sunil Patel,sunil.patel@bhartiinfosolutions.com,+919962819959,87, Gandhi Nagar,Hyderabad,Telangana,440149,India,36ABCDE8231ZZ,Net 30,708145,214898.50,Healthcare,Small,2023-04-16,Active
CUST000825,HDFC Info Solutions,Anil Patel,anil.patel@hdfcinfosolutions.com,+919725925795,45, Gandhi Nagar,Chennai,Tamil Nadu,482224,India,33ABCDE8241ZZ,COD,935766,666654.57,Automotive,Small,2022-02-02,Active
CUST000826,Wipro Info Solutions,Rahul Patel,rahul.patel@wiproinfosolutions.com,+917512538567,29, Gandhi Nagar,Kolkata,West Bengal,487748,India,19ABCDE8251ZZ,Net 30,33385804,31114615.46,Energy,Large,2021-12-03,Active
CUST000827,Mahindra Info Solutions,Sanjay Patel,sanjay.patel@mahindrainfosolutions.com,+918476447862,69, Gandhi Nagar,Pune,Maharashtra,470156,India,27ABCDE8261ZZ,Net 15,7775942,3388274.70,Hospitality,Medium,2023-02-21,Active
CUST000828,Birla Info Solutions,Rakesh Patel,rakesh.patel@birlainfosolutions.com,+919040503001,63, Gandhi Nagar,Ahmedabad,Gujarat,447288,India,24ABCDE8271ZZ,Net 60,985564,514197.16,Education,Small,2020-10-12,Active
CUST000829,Adani Info Solutions,Rajesh Patel,rajesh.patel@adaniinfosolutions.com,+917799645640,46, Gandhi Nagar,Jaipur,Rajasthan,497905,India,08ABCDE8281ZZ,Net 30,2700676,1561920.33,Media & Entertainment,Medium,2021-11-25,Active
CUST000830,JSW Info Solutions,Ashok Patel,ashok.patel@jswinfosolutions.com,+919723280588,20, Gandhi Nagar,Lucknow,Uttar Pradesh,498884,India,09ABCDE8291ZZ,Net 30,7738890,5153160.37,FMCG,Medium,2018-10-22,Active
CUST000831,Godrej Info Solutions,Priya Patel,priya.patel@godrejinfosolutions.com,+918855262744,30, Gandhi Nagar,Chandigarh,Punjab,405896,India,03ABCDE8301ZZ,Net 30,15506644,5014739.82,Agriculture,Large,2022-03-18,Active
CUST000832,L&T Info Solutions,Neha Patel,neha.patel@l&tinfosolutions.com,+919923698668,72, Gandhi Nagar,Indore,Madhya Pradesh,454187,India,23ABCDE8311ZZ,Net 30,8387114,6054704.32,Construction,Medium,2023-04-16,Active
CUST000833,ICICI Info Solutions,Pooja Patel,pooja.patel@iciciinfosolutions.com,+919549395705,10, Gandhi Nagar,Kochi,Kerala,447622,India,32ABCDE8321ZZ,Net 30,6070404,4756308.99,Manufacturing,Medium,2018-07-13,Active
CUST000834,SBI Info Solutions,Rani Patel,rani.patel@sbiinfosolutions.com,+917907264142,35, Gandhi Nagar,Nagpur,Maharashtra,481912,India,27ABCDE8331ZZ,Net 30,1795656,1558038.17,IT Services,Medium,2024-10-05,Active
CUST000835,TCS Info Solutions,Sunita Patel,sunita.patel@tcsinfosolutions.com,+917950869104,70, Gandhi Nagar,Bhopal,Madhya Pradesh,412719,India,23ABCDE8341ZZ,Net 7,10362363,6890418.89,Banking & Finance,Large,2019-08-21,Active
CUST000836,Bajaj Info Solutions,Anita Patel,anita.patel@bajajinfosolutions.com,+919133432348,79, Gandhi Nagar,Surat,Gujarat,471306,India,24ABCDE8351ZZ,Net 30,8625884,5963594.08,Pharmaceuticals,Medium,2023-07-28,Active
CUST000837,HCL Info Solutions,Meena Patel,meena.patel@hclinfosolutions.com,+917977736575,4, Gandhi Nagar,Vadodara,Gujarat,429283,India,24ABCDE8361ZZ,Net 45,7653260,6594144.29,Retail,Medium,2019-11-26,Active
CUST000838,Hindustan Info Solutions,Kavita Patel,kavita.patel@hindustaninfosolutions.com,+919605264695,19, Gandhi Nagar,Coimbatore,Tamil Nadu,422863,India,33ABCDE8371ZZ,Net 30,831814,631728.43,Real Estate,Small,2022-05-27,Active
CUST000839,Indian Info Solutions,Shalini Patel,shalini.patel@indianinfosolutions.com,+919817003315,7, Gandhi Nagar,Visakhapatnam,Andhra Pradesh,472758,India,37ABCDE8381ZZ,Net 45,6668902,6543881.40,Telecommunications,Medium,2021-04-19,Active
CUST000840,Tech Info Solutions,Geeta Patel,geeta.patel@techinfosolutions.com,+918682847343,13, Gandhi Nagar,Guwahati,Assam,420997,India,18ABCDE8391ZZ,Net 45,8039494,3659166.62,Healthcare,Medium,2019-05-21,Active
CUST000841,Tata Auto Solutions,Raj Singh,raj.singh@tataautosolutions.com,+917085368735,65, Nehru Place,Mumbai,Maharashtra,487156,India,27ABCDE8401ZZ,Net 30,448027,193929.71,Automotive,Small,2021-11-30,Active
CUST000842,Reliance Auto Solutions,Amit Singh,amit.singh@relianceautosolutions.com,+917135562861,29, Nehru Place,Delhi,Delhi,499773,India,07ABCDE8411ZZ,Net 60,572967,214292.28,Energy,Small,2020-10-13,Active
CUST000843,Infosys Auto Solutions,Vijay Singh,vijay.singh@infosysautosolutions.com,+919770399444,73, Nehru Place,Bangalore,Karnataka,488802,India,29ABCDE8421ZZ,Net 45,17658708,11828450.14,Hospitality,Large,2020-06-27,Active
CUST000844,Bharti Auto Solutions,Sunil Singh,sunil.singh@bhartiautosolutions.com,+917946105249,54, Nehru Place,Hyderabad,Telangana,463889,India,36ABCDE8431ZZ,Net 30,24980343,10483249.58,Education,Large,2021-03-19,Active
CUST000845,HDFC Auto Solutions,Anil Singh,anil.singh@hdfcautosolutions.com,+919369162519,71, Nehru Place,Chennai,Tamil Nadu,436523,India,33ABCDE8441ZZ,COD,723133,341731.80,Media & Entertainment,Small,2021-09-13,Active
CUST000846,Wipro Auto Solutions,Rahul Singh,rahul.singh@wiproautosolutions.com,+918018245140,95, Nehru Place,Kolkata,West Bengal,416666,India,19ABCDE8451ZZ,Net 30,755330,628661.69,FMCG,Small,2019-06-02,Active
CUST000847,Mahindra Auto Solutions,Sanjay Singh,sanjay.singh@mahindraautosolutions.com,+918709906647,43, Nehru Place,Pune,Maharashtra,417867,India,27ABCDE8461ZZ,Net 45,6314322,5614717.60,Agriculture,Medium,2022-05-04,Active
CUST000848,Birla Auto Solutions,Rakesh Singh,rakesh.singh@birlaautosolutions.com,+919695087734,44, Nehru Place,Ahmedabad,Gujarat,494677,India,24ABCDE8471ZZ,Net 60,865958,403343.54,Construction,Small,2023-09-08,Active
CUST000849,Adani Auto Solutions,Rajesh Singh,rajesh.singh@adaniautosolutions.com,+919665044111,15, Nehru Place,Jaipur,Rajasthan,423559,India,08ABCDE8481ZZ,Net 15,4004520,3381636.70,Manufacturing,Medium,2021-11-17,Active
CUST000850,JSW Auto Solutions,Ashok Singh,ashok.singh@jswautosolutions.com,+919327702546,29, Nehru Place,Lucknow,Uttar Pradesh,467227,India,09ABCDE8491ZZ,Net 15,80733361,30027614.47,IT Services,Enterprise,2024-01-25,Active
CUST000851,Godrej Auto Solutions,Priya Singh,priya.singh@godrejautosolutions.com,+917085260014,53, Nehru Place,Chandigarh,Punjab,410841,India,03ABCDE8501ZZ,Net 7,7079880,7023962.42,Banking & Finance,Medium,2022-07-02,Active
CUST000852,L&T Auto Solutions,Neha Singh,neha.singh@l&tautosolutions.com,+917881764252,78, Nehru Place,Indore,Madhya Pradesh,463227,India,23ABCDE8511ZZ,Net 45,706909,519891.36,Pharmaceuticals,Small,2018-03-19,Active
CUST000853,ICICI Auto Solutions,Pooja Singh,pooja.singh@iciciautosolutions.com,+917654176845,62, Nehru Place,Kochi,Kerala,425516,India,32ABCDE8521ZZ,Net 30,4410811,1802023.47,Retail,Medium,2018-06-08,Active
CUST000854,SBI Auto Solutions,Rani Singh,rani.singh@sbiautosolutions.com,+917227553826,28, Nehru Place,Nagpur,Maharashtra,457058,India,27ABCDE8531ZZ,Net 45,118577,81653.20,Real Estate,Small,2024-12-17,Active
CUST000855,TCS Auto Solutions,Sunita Singh,sunita.singh@tcsautosolutions.com,+918195826809,90, Nehru Place,Bhopal,Madhya Pradesh,470330,India,23ABCDE8541ZZ,Net 30,358135,269841.44,Telecommunications,Small,2021-10-07,Active
CUST000856,Bajaj Auto Solutions,Anita Singh,anita.singh@bajajautosolutions.com,+918112904735,76, Nehru Place,Surat,Gujarat,429752,India,24ABCDE8551ZZ,Net 30,503756,437552.24,Healthcare,Small,2022-10-18,Inactive
CUST000857,HCL Auto Solutions,Meena Singh,meena.singh@hclautosolutions.com,+917896347046,74, Nehru Place,Vadodara,Gujarat,435651,India,24ABCDE8561ZZ,Net 30,394597,363161.25,Automotive,Small,2023-03-20,Active
CUST000858,Hindustan Auto Solutions,Kavita Singh,kavita.singh@hindustanautosolutions.com,+919635122334,9, Nehru Place,Coimbatore,Tamil Nadu,404921,India,33ABCDE8571ZZ,Net 7,1646136,1391086.22,Energy,Medium,2023-09-16,Active
CUST000859,Indian Auto Solutions,Shalini Singh,shalini.singh@indianautosolutions.com,+919202964286,49, Nehru Place,Visakhapatnam,Andhra Pradesh,408656,India,37ABCDE8581ZZ,Net 30,4912083,2758598.41,Hospitality,Medium,2019-02-16,Active
CUST000860,Tech Auto Solutions,Geeta Singh,geeta.singh@techautosolutions.com,+917895575838,22, Nehru Place,Guwahati,Assam,449119,India,18ABCDE8591ZZ,Net 30,34256072,30603645.87,Education,Large,2019-12-22,Active
CUST000861,Tata Fin Solutions,Raj Kumar,raj.kumar@tatafinsolutions.com,+917509525626,2, Connaught Place,Mumbai,Maharashtra,497234,India,27ABCDE8601ZZ,Net 30,5475069,3526144.78,Media & Entertainment,Medium,2021-02-27,Active
CUST000862,Reliance Fin Solutions,Amit Kumar,amit.kumar@reliancefinsolutions.com,+917513904405,54, Connaught Place,Delhi,Delhi,425348,India,07ABCDE8611ZZ,Net 30,6655861,4345134.34,FMCG,Medium,2023-04-05,Active
CUST000863,Infosys Fin Solutions,Vijay Kumar,vijay.kumar@infosysfinsolutions.com,+917565420740,34, Connaught Place,Bangalore,Karnataka,473605,India,29ABCDE8621ZZ,Net 30,826177,504462.68,Agriculture,Small,2021-11-18,Active
CUST000864,Bharti Fin Solutions,Sunil Kumar,sunil.kumar@bhartifinsolutions.com,+919659624663,71, Connaught Place,Hyderabad,Telangana,473072,India,36ABCDE8631ZZ,Net 7,6493239,4510186.40,Construction,Medium,2021-05-04,Active
CUST000865,HDFC Fin Solutions,Anil Kumar,anil.kumar@hdfcfinsolutions.com,+919375906680,57, Connaught Place,Chennai,Tamil Nadu,400138,India,33ABCDE8641ZZ,Net 30,382860,370682.29,Manufacturing,Small,2019-08-14,Active
CUST000866,Wipro Fin Solutions,Rahul Kumar,rahul.kumar@wiprofinsolutions.com,+919263107359,49, Connaught Place,Kolkata,West Bengal,419401,India,19ABCDE8651ZZ,Net 30,2990465,2298675.93,IT Services,Medium,2024-06-14,Active
CUST000867,Mahindra Fin Solutions,Sanjay Kumar,sanjay.kumar@mahindrafinsolutions.com,+917742351669,44, Connaught Place,Pune,Maharashtra,404080,India,27ABCDE8661ZZ,Net 60,312313,275866.94,Banking & Finance,Small,2021-05-01,Active
CUST000868,Birla Fin Solutions,Rakesh Kumar,rakesh.kumar@birlafinsolutions.com,+919333583071,66, Connaught Place,Ahmedabad,Gujarat,413663,India,24ABCDE8671ZZ,Net 15,38326877,18200531.85,Pharmaceuticals,Large,2020-12-24,Active
