case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE000965,CUST000756,Bajaj Chemicals Enterprises,INV0007552,2025-01-12,35332.95,105,Critical,Escalated,Priya Gupta,REP000011,Legal Action Warning,2025-03-23,2025-04-23,,
CASE000966,CUST000756,Bajaj Chemicals Enterprises,INV0007553,2025-04-17,82715.20,5,Low,Open,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-17,2025-04-28,,
CASE000967,CUST000756,Bajaj Chemicals Enterprises,INV0007554,2025-03-20,19362.14,34,Medium,Open,Rakesh Mishra,REP000028,Standard Follow-up,2025-03-26,2025-04-28,,
CASE000968,CUST000756,Bajaj Chemicals Enterprises,INV0007555,2025-02-06,90044.98,84,High,Open,Anil Joshi,REP000045,Intensive Collection,2025-03-17,2025-04-22,,
CASE000969,CUST000756,Bajaj Chemicals Enterprises,INV0007557,2025-03-19,100122.22,39,Medium,Open,Rahul Joshi,REP000046,Standard Follow-up,2025-04-03,2025-05-06,,
CASE000970,CUST000757,HCL Chemicals Enterprises,INV0007566,2025-01-17,1358706.24,103,Critical,Escalated,Amit Gupta,REP000002,Legal Action Warning,2025-03-30,2025-05-03,,
CASE000971,CUST000758,Hindustan Chemicals Enterprises,INV0007572,2025-03-28,51314.73,35,Medium,Open,Raj Gupta,REP000001,Standard Follow-up,2025-04-04,2025-05-02,,
CASE000972,CUST000758,Hindustan Chemicals Enterprises,INV0007575,2025-03-12,103752.47,48,Medium,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-03-28,2025-04-21,,
CASE000973,CUST000759,Indian Chemicals Enterprises,INV0007581,2025-04-04,249668.18,21,Medium,Open,Vijay Joshi,REP000043,Standard Follow-up,2025-04-11,2025-04-27,,
CASE000974,CUST000759,Indian Chemicals Enterprises,INV0007582,2025-02-24,218998.37,62,High,In Progress,Rakesh Gupta,REP000008,Payment Plan,2025-04-17,2025-05-05,,
CASE000976,CUST000762,Reliance Logistics Enterprises,INV0007612,2025-04-15,12497.55,12,Low,In Progress,Anita Mishra,REP000036,Standard Follow-up,2025-04-16,2025-04-26,,
CASE000977,CUST000762,Reliance Logistics Enterprises,INV0007615,2024-12-14,48883.92,138,Critical,In Progress,Sunita Mishra,REP000035,Legal Action Warning,2025-02-18,2025-05-08,,
CASE000978,CUST000763,Infosys Logistics Enterprises,INV0007622,2025-01-12,465241.34,102,Critical,In Progress,Anil Mishra,REP000025,Settlement Offer,2025-04-15,2025-05-08,,
CASE000979,CUST000766,Wipro Logistics Enterprises,INV0007652,2025-02-17,107062.83,74,High,Pending Customer,Pooja Mishra,REP000033,Intensive Collection,2025-03-17,2025-05-02,,
CASE000980,CUST000766,Wipro Logistics Enterprises,INV0007654,2025-03-15,108818.66,40,Medium,Open,Rani Gupta,REP000014,Standard Follow-up,2025-03-20,2025-05-06,,
CASE000981,CUST000767,Mahindra Logistics Enterprises,INV0007661,2025-04-15,36570.43,13,Low,Open,Sunil Mishra,REP000024,Standard Follow-up,2025-04-15,2025-04-23,,
CASE000982,CUST000767,Mahindra Logistics Enterprises,INV0007663,2025-03-01,60275.68,58,Medium,In Progress,Rajesh Mishra,REP000029,Standard Follow-up,2025-04-01,2025-05-01,,
CASE000983,CUST000768,Birla Logistics Enterprises,INV0007673,2025-04-17,948994.00,14,High,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-17,2025-05-04,,
CASE000984,CUST000770,JSW Logistics Enterprises,INV0007691,2025-02-20,483915.26,67,High,In Progress,Neha Mishra,REP000032,Intensive Collection,2025-02-25,2025-05-01,,
CASE000985,CUST000770,JSW Logistics Enterprises,INV0007693,2024-12-27,393486.87,123,Critical,In Progress,Amit Gupta,REP000002,Settlement Offer,2025-03-19,2025-04-22,,
CASE000986,CUST000771,Godrej Logistics Enterprises,INV0007701,2025-03-18,49827.58,41,Medium,Open,Kavita Mishra,REP000038,Standard Follow-up,2025-04-16,2025-05-04,,
CASE000987,CUST000771,Godrej Logistics Enterprises,INV0007702,2025-03-20,91308.93,41,Medium,Open,Raj Joshi,REP000041,Standard Follow-up,2025-03-22,2025-04-19,,
CASE000988,CUST000771,Godrej Logistics Enterprises,INV0007705,2025-03-13,70066.45,46,Medium,In Progress,Rani Gupta,REP000014,Standard Follow-up,2025-03-24,2025-05-01,,
CASE000989,CUST000772,L&T Logistics Enterprises,INV0007714,2025-01-04,487760.00,110,Critical,Escalated,Vijay Gupta,REP000003,Legal Action Warning,2025-03-12,2025-05-09,,
CASE000991,CUST000773,ICICI Logistics Enterprises,INV0007722,2025-04-17,51799.62,12,Low,In Progress,Pooja Mishra,REP000033,Standard Follow-up,2025-04-17,2025-04-30,,
CASE000992,CUST000775,TCS Logistics Enterprises,INV0007742,2025-04-07,80918.31,24,Low,Open,Meena Mishra,REP000037,Standard Follow-up,2025-04-10,2025-05-02,,
CASE000993,CUST000775,TCS Logistics Enterprises,INV0007743,2025-01-27,42603.16,93,Critical,Escalated,Vijay Mishra,REP000023,Legal Action Warning,2025-02-16,2025-04-21,,
CASE000994,CUST000776,Bajaj Logistics Enterprises,INV0007753,2025-03-08,79126.61,55,Medium,In Progress,Geeta Gupta,REP000020,Standard Follow-up,2025-03-25,2025-04-26,,
CASE000996,CUST000777,HCL Logistics Enterprises,INV0007764,2025-01-24,580726.55,97,Critical,Pending Customer,Shalini Mishra,REP000039,Settlement Offer,2025-03-09,2025-05-06,,
CASE000997,CUST000778,Hindustan Logistics Enterprises,INV0007771,2024-12-29,65307.03,123,Critical,Escalated,Sunita Gupta,REP000015,Settlement Offer,2025-02-05,2025-04-22,,
CASE000998,CUST000780,Tech Logistics Enterprises,INV0007794,2024-11-22,183056.88,160,Critical,Escalated,Rakesh Mishra,REP000028,Legal Action Warning,2025-02-02,2025-04-20,,
CASE000999,CUST000781,Tata Infrastructure Enterprises,INV0007801,2025-01-20,215222.65,99,Critical,In Progress,Shalini Gupta,REP000019,Settlement Offer,2025-03-22,2025-05-01,,
CASE001000,CUST000781,Tata Infrastructure Enterprises,INV0007802,2025-03-19,311343.96,37,Medium,Open,Sunil Gupta,REP000004,Standard Follow-up,2025-03-20,2025-05-02,,
CASE001001,CUST000781,Tata Infrastructure Enterprises,INV0007804,2025-03-11,437574.40,49,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-03-16,2025-05-01,,
CASE001002,CUST000781,Tata Infrastructure Enterprises,INV0007807,2025-03-04,510049.09,57,High,Open,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-07,2025-04-27,,
CASE001003,CUST000782,Reliance Infrastructure Enterprises,INV0007812,2025-01-10,267043.29,112,Critical,Escalated,Rani Mishra,REP000034,Legal Action Warning,2025-01-13,2025-04-27,,
CASE001004,CUST000782,Reliance Infrastructure Enterprises,INV0007813,2025-01-18,148729.95,97,Critical,Escalated,Rakesh Mishra,REP000028,Legal Action Warning,2025-03-16,2025-04-20,,
CASE001005,CUST000782,Reliance Infrastructure Enterprises,INV0007818,2025-02-07,254753.50,77,High,Pending Customer,Raj Joshi,REP000041,Intensive Collection,2025-02-25,2025-04-25,,
CASE001006,CUST000784,Bharti Infrastructure Enterprises,INV0007835,2025-01-07,124572.39,106,Critical,Escalated,Sanjay Gupta,REP000007,Settlement Offer,2025-04-16,2025-04-28,,
CASE001007,CUST000785,HDFC Infrastructure Enterprises,INV0007845,2025-01-20,656888.52,93,Critical,In Progress,Vijay Mishra,REP000023,Legal Action Warning,2025-03-09,2025-05-08,,
CASE001008,CUST000788,Birla Infrastructure Enterprises,INV0007872,2025-01-06,39614.58,111,Critical,Pending Customer,Geeta Gupta,REP000020,Legal Action Warning,2025-03-23,2025-04-20,,
CASE001009,CUST000788,Birla Infrastructure Enterprises,INV0007876,2024-12-12,80094.96,139,Critical,Pending Customer,Anil Gupta,REP000005,Legal Action Warning,2025-04-14,2025-05-07,,
CASE001010,CUST000788,Birla Infrastructure Enterprises,INV0007878,2025-01-26,44534.30,96,Critical,Escalated,Rajesh Mishra,REP000029,Settlement Offer,2025-02-02,2025-05-09,,
CASE001011,CUST000789,Adani Infrastructure Enterprises,INV0007887,2025-01-13,89117.34,109,Critical,Escalated,Shalini Gupta,REP000019,Legal Action Warning,2025-02-20,2025-04-24,,
CASE001012,CUST000792,L&T Infrastructure Enterprises,INV0007914,2025-02-01,1468512.52,87,Critical,Pending Customer,Sunita Gupta,REP000015,Payment Plan,2025-03-15,2025-04-22,,
CASE001013,CUST000792,L&T Infrastructure Enterprises,INV0007915,2025-02-13,722548.80,70,High,In Progress,Rakesh Joshi,REP000048,Payment Plan,2025-04-13,2025-04-27,,
CASE001014,CUST000793,ICICI Infrastructure Enterprises,INV0007926,2025-04-13,319485.21,12,Medium,Open,Ashok Joshi,REP000050,Standard Follow-up,2025-04-16,2025-05-06,,
CASE001015,CUST000794,SBI Infrastructure Enterprises,INV0007935,2025-02-08,117095.97,74,High,Open,Shalini Gupta,REP000019,Intensive Collection,2025-02-25,2025-04-26,,
CASE001016,CUST000795,TCS Infrastructure Enterprises,INV0007941,2025-01-01,1142341.86,118,Critical,Escalated,Kavita Gupta,REP000018,Legal Action Warning,2025-01-11,2025-04-19,,
CASE001017,CUST000796,Bajaj Infrastructure Enterprises,INV0007951,2024-12-07,287777.88,140,Critical,In Progress,Sanjay Joshi,REP000047,Legal Action Warning,2025-03-23,2025-04-23,,
CASE001018,CUST000796,Bajaj Infrastructure Enterprises,INV0007955,2025-03-17,369448.99,41,Medium,Open,Meena Mishra,REP000037,Standard Follow-up,2025-04-04,2025-04-27,,
CASE001019,CUST000797,HCL Infrastructure Enterprises,INV0007966,2024-12-13,35928.28,135,Critical,Pending Customer,Geeta Gupta,REP000020,Settlement Offer,2025-03-01,2025-05-08,,
CASE001020,CUST000799,Indian Infrastructure Enterprises,INV0007982,2025-03-04,230380.91,51,Medium,Open,Neha Mishra,REP000032,Standard Follow-up,2025-03-12,2025-04-23,,
CASE001021,CUST000799,Indian Infrastructure Enterprises,INV0007983,2025-04-08,266884.83,15,Medium,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-14,2025-05-09,,
CASE001022,CUST000799,Indian Infrastructure Enterprises,INV0007987,2025-02-07,376125.78,75,High,In Progress,Raj Joshi,REP000041,Payment Plan,2025-04-07,2025-05-05,,
CASE001024,CUST000802,Reliance Tech Solutions,INV0008013,2025-04-12,20166.43,16,Low,Open,Geeta Gupta,REP000020,Standard Follow-up,2025-04-13,2025-04-29,,
CASE001025,CUST000804,Bharti Tech Solutions,INV0008031,2024-12-25,38750.54,127,Critical,Escalated,Vijay Mishra,REP000023,Legal Action Warning,2025-02-12,2025-04-24,,
CASE001026,CUST000804,Bharti Tech Solutions,INV0008032,2025-01-01,40781.56,121,Critical,In Progress,Pooja Mishra,REP000033,Settlement Offer,2025-03-20,2025-04-27,,
CASE001027,CUST000805,HDFC Tech Solutions,INV0008044,2025-04-01,471880.68,22,Medium,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-04-03,2025-04-30,,
CASE001028,CUST000806,Wipro Tech Solutions,INV0008051,2025-01-21,28639.99,96,Critical,Escalated,Rahul Joshi,REP000046,Legal Action Warning,2025-02-15,2025-04-19,,
CASE001029,CUST000807,Mahindra Tech Solutions,INV0008061,2025-03-17,1857530.35,42,Critical,Open,Meena Mishra,REP000037,Standard Follow-up,2025-03-18,2025-04-25,,
CASE001030,CUST000807,Mahindra Tech Solutions,INV0008066,2025-04-16,453072.06,14,Medium,Open,Rani Gupta,REP000014,Standard Follow-up,2025-04-17,2025-05-04,,
CASE001031,CUST000808,Birla Tech Solutions,INV0008071,2025-03-31,478366.64,26,Medium,In Progress,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-06,2025-05-09,,
CASE001032,CUST000809,Adani Tech Solutions,INV0008081,2025-03-14,1972889.09,47,Critical,Open,Kavita Mishra,REP000038,Standard Follow-up,2025-03-18,2025-04-30,,
CASE001033,CUST000809,Adani Tech Solutions,INV0008082,2024-11-26,1009955.97,153,Critical,Escalated,Kavita Gupta,REP000018,Legal Action Warning,2025-04-14,2025-05-02,,
CASE001034,CUST000809,Adani Tech Solutions,INV0008083,2025-03-29,1386490.11,25,Critical,In Progress,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-04,2025-05-08,,
CASE001035,CUST000809,Adani Tech Solutions,INV0008084,2025-02-23,1072405.31,67,Critical,In Progress,Sunil Joshi,REP000044,Intensive Collection,2025-04-04,2025-04-19,,
CASE001036,CUST000810,JSW Tech Solutions,INV0008093,2024-12-13,2017198.66,132,Critical,Escalated,Sanjay Mishra,REP000027,Legal Action Warning,2025-01-25,2025-05-01,,
CASE001037,CUST000812,L&T Tech Solutions,INV0008115,2025-02-13,144076.05,77,High,In Progress,Sanjay Gupta,REP000007,Payment Plan,2025-04-03,2025-04-21,,
CASE001038,CUST000813,ICICI Tech Solutions,INV0008122,2025-01-19,394311.80,96,Critical,In Progress,Sunita Mishra,REP000035,Legal Action Warning,2025-04-17,2025-05-04,,
CASE001039,CUST000813,ICICI Tech Solutions,INV0008124,2025-01-20,402491.97,95,Critical,In Progress,Rani Mishra,REP000034,Legal Action Warning,2025-02-19,2025-04-23,,
CASE001040,CUST000814,SBI Tech Solutions,INV0008131,2025-02-25,16812.89,57,Medium,In Progress,Amit Gupta,REP000002,Standard Follow-up,2025-04-15,2025-04-19,,
CASE001041,CUST000814,SBI Tech Solutions,INV0008132,2025-02-28,51453.17,60,Medium,Open,Vijay Joshi,REP000043,Standard Follow-up,2025-04-10,2025-04-19,,
CASE001042,CUST000814,SBI Tech Solutions,INV0008134,2025-02-19,67420.07,72,High,In Progress,Rahul Joshi,REP000046,Intensive Collection,2025-03-31,2025-04-22,,
CASE001043,CUST000814,SBI Tech Solutions,INV0008136,2024-11-26,80323.56,148,Critical,Escalated,Anita Mishra,REP000036,Legal Action Warning,2025-01-08,2025-04-25,,
CASE001044,CUST000814,SBI Tech Solutions,INV0008137,2025-01-05,97574.25,110,Critical,Escalated,Geeta Gupta,REP000020,Legal Action Warning,2025-01-11,2025-04-24,,
CASE001045,CUST000815,TCS Tech Solutions,INV0008142,2025-01-27,189448.40,87,High,In Progress,Rahul Mishra,REP000026,Intensive Collection,2025-03-08,2025-05-06,,
CASE001046,CUST000815,TCS Tech Solutions,INV0008143,2025-03-30,450081.02,25,Medium,In Progress,Ashok Mishra,REP000030,Standard Follow-up,2025-04-13,2025-05-02,,
CASE001047,CUST000815,TCS Tech Solutions,INV0008146,2025-01-16,468152.50,102,Critical,In Progress,Vijay Mishra,REP000023,Legal Action Warning,2025-02-23,2025-04-20,,
CASE001049,CUST000816,Bajaj Tech Solutions,INV0008158,2025-03-16,405391.40,39,Medium,In Progress,Sunil Gupta,REP000004,Standard Follow-up,2025-03-23,2025-04-22,,
CASE001050,CUST000817,HCL Tech Solutions,INV0008161,2025-02-20,77361.09,62,High,In Progress,Meena Gupta,REP000017,Intensive Collection,2025-04-13,2025-04-20,,
CASE001051,CUST000817,HCL Tech Solutions,INV0008163,2025-01-21,241495.24,94,Critical,In Progress,Neha Mishra,REP000032,Legal Action Warning,2025-02-19,2025-04-22,,
CASE001052,CUST000820,Tech Tech Solutions,INV0008191,2025-02-12,394904.80,76,High,In Progress,Vijay Joshi,REP000043,Payment Plan,2025-03-19,2025-05-04,,
CASE001053,CUST000821,Tata Info Solutions,INV0008201,2024-12-09,218275.45,136,Critical,Pending Customer,Sanjay Joshi,REP000047,Legal Action Warning,2025-03-14,2025-04-25,,
CASE001054,CUST000821,Tata Info Solutions,INV0008205,2024-12-26,379167.48,124,Critical,In Progress,Sunil Mishra,REP000024,Legal Action Warning,2025-01-21,2025-05-08,,
CASE001055,CUST000822,Reliance Info Solutions,INV0008214,2025-01-20,1873308.69,100,Critical,Pending Customer,Rakesh Gupta,REP000008,Settlement Offer,2025-03-09,2025-04-23,,
CASE001056,CUST000823,Infosys Info Solutions,INV0008228,2024-12-03,89756.79,141,Critical,Escalated,Sunil Mishra,REP000024,Settlement Offer,2024-12-31,2025-05-09,,
CASE001057,CUST000824,Bharti Info Solutions,INV0008232,2025-01-09,24845.70,110,Critical,Escalated,Rahul Mishra,REP000026,Legal Action Warning,2025-02-13,2025-05-06,,
CASE001058,CUST000825,HDFC Info Solutions,INV0008241,2025-03-04,87268.14,51,Medium,Open,Amit Mishra,REP000022,Standard Follow-up,2025-04-02,2025-05-05,,
CASE001059,CUST000825,HDFC Info Solutions,INV0008244,2025-03-15,78437.49,46,Medium,Open,Meena Mishra,REP000037,Standard Follow-up,2025-04-09,2025-05-02,,
CASE001060,CUST000826,Wipro Info Solutions,INV0008252,2025-03-07,1538410.34,52,Critical,In Progress,Raj Mishra,REP000021,Standard Follow-up,2025-03-21,2025-05-05,,
CASE001061,CUST000827,Mahindra Info Solutions,INV0008265,2025-03-12,170208.07,43,Medium,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-12,2025-04-30,,
CASE001062,CUST000827,Mahindra Info Solutions,INV0008266,2025-03-27,221341.37,35,Medium,Open,Raj Joshi,REP000041,Standard Follow-up,2025-04-15,2025-05-01,,
CASE001063,CUST000828,Birla Info Solutions,INV0008271,2025-01-24,36857.11,89,High,In Progress,Anita Gupta,REP000016,Intensive Collection,2025-03-15,2025-05-08,,
CASE001064,CUST000828,Birla Info Solutions,INV0008272,2025-03-25,108869.81,37,Medium,Open,Neha Gupta,REP000012,Standard Follow-up,2025-04-01,2025-05-08,,
CASE001065,CUST000829,Adani Info Solutions,INV0008281,2025-04-06,453994.79,18,Medium,Open,Vijay Joshi,REP000043,Standard Follow-up,2025-04-06,2025-05-06,,
CASE001066,CUST000829,Adani Info Solutions,INV0008282,2025-04-08,284398.97,20,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-04-16,2025-04-27,,
CASE001067,CUST000829,Adani Info Solutions,INV0008284,2025-01-07,259727.92,107,Critical,In Progress,Neha Mishra,REP000032,Legal Action Warning,2025-04-11,2025-04-19,,
CASE001068,CUST000830,JSW Info Solutions,INV0008296,2025-02-14,337102.29,72,High,Pending Customer,Shalini Mishra,REP000039,Intensive Collection,2025-03-13,2025-04-24,,
CASE001069,CUST000831,Godrej Info Solutions,INV0008303,2025-03-24,1041390.37,38,Critical,Open,Ashok Joshi,REP000050,Standard Follow-up,2025-04-12,2025-04-26,,
CASE001070,CUST000831,Godrej Info Solutions,INV0008304,2025-02-06,776604.26,76,High,Pending Customer,Anita Gupta,REP000016,Intensive Collection,2025-04-14,2025-04-30,,
CASE001071,CUST000832,L&T Info Solutions,INV0008316,2025-01-28,340749.09,93,Critical,Pending Customer,Anil Mishra,REP000025,Settlement Offer,2025-03-07,2025-05-02,,
CASE001072,CUST000833,ICICI Info Solutions,INV0008321,2025-04-05,204968.02,22,Medium,Open,Rani Mishra,REP000034,Standard Follow-up,2025-04-05,2025-05-07,,
CASE001073,CUST000833,ICICI Info Solutions,INV0008324,2025-03-29,220830.80,26,Medium,Open,Neha Gupta,REP000012,Standard Follow-up,2025-04-14,2025-05-07,,
CASE001074,CUST000833,ICICI Info Solutions,INV0008326,2024-12-25,138209.19,123,Critical,Escalated,Rahul Gupta,REP000006,Settlement Offer,2025-02-25,2025-04-28,,
CASE001075,CUST000835,TCS Info Solutions,INV0008343,2024-12-10,754663.64,137,Critical,Escalated,Meena Gupta,REP000017,Settlement Offer,2025-03-19,2025-04-20,,
CASE001076,CUST000835,TCS Info Solutions,INV0008344,2025-03-25,1778851.09,30,Critical,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-11,2025-04-21,,
CASE001077,CUST000835,TCS Info Solutions,INV0008345,2025-01-02,1417244.29,119,Critical,Escalated,Sunil Mishra,REP000024,Legal Action Warning,2025-03-03,2025-05-07,,
CASE001078,CUST000836,Bajaj Info Solutions,INV0008352,2025-03-12,385717.86,43,Medium,In Progress,Geeta Mishra,REP000040,Standard Follow-up,2025-03-30,2025-04-25,,
CASE001079,CUST000836,Bajaj Info Solutions,INV0008357,2024-12-10,519180.65,141,Critical,In Progress,Neha Gupta,REP000012,Settlement Offer,2025-02-03,2025-05-07,,
CASE001080,CUST000837,HCL Info Solutions,INV0008362,2025-02-15,557432.28,76,High,In Progress,Sanjay Mishra,REP000027,Intensive Collection,2025-03-06,2025-05-01,,
CASE001081,CUST000837,HCL Info Solutions,INV0008364,2025-04-16,519943.72,15,High,Open,Shalini Gupta,REP000019,Standard Follow-up,2025-04-17,2025-05-09,,
CASE001082,CUST000837,HCL Info Solutions,INV0008367,2025-04-17,119954.76,9,Medium,Open,Sunil Gupta,REP000004,Standard Follow-up,2025-04-17,2025-05-04,,
CASE001083,CUST000838,Hindustan Info Solutions,INV0008374,2025-04-17,23779.10,9,Low,In Progress,Rajesh Gupta,REP000009,Standard Follow-up,2025-04-17,2025-04-30,,
CASE001084,CUST000839,Indian Info Solutions,INV0008383,2025-04-07,253717.75,22,Medium,Open,Rani Gupta,REP000014,Standard Follow-up,2025-04-16,2025-04-19,,
CASE001085,CUST000842,Reliance Auto Solutions,INV0008411,2025-01-12,95984.67,110,Critical,Escalated,Rakesh Gupta,REP000008,Legal Action Warning,2025-01-29,2025-04-22,,
CASE001087,CUST000844,Bharti Auto Solutions,INV0008431,2025-03-29,401630.91,28,Medium,Open,Rajesh Joshi,REP000049,Standard Follow-up,2025-04-07,2025-04-26,,
CASE001088,CUST000845,HDFC Auto Solutions,INV0008442,2025-01-29,60773.79,87,High,In Progress,Sunil Gupta,REP000004,Payment Plan,2025-04-06,2025-05-01,,
CASE001089,CUST000846,Wipro Auto Solutions,INV0008451,2025-03-25,25175.51,29,Low,Open,Raj Gupta,REP000001,Standard Follow-up,2025-04-11,2025-05-04,,
CASE001090,CUST000847,Mahindra Auto Solutions,INV0008467,2024-12-16,107653.24,133,Critical,Pending Customer,Vijay Mishra,REP000023,Settlement Offer,2024-12-24,2025-04-27,,
CASE001091,CUST000848,Birla Auto Solutions,INV0008471,2025-02-02,68796.29,81,High,In Progress,Rahul Joshi,REP000046,Intensive Collection,2025-02-18,2025-05-05,,
CASE001092,CUST000848,Birla Auto Solutions,INV0008476,2025-02-02,24618.59,80,High,In Progress,Kavita Mishra,REP000038,Payment Plan,2025-04-02,2025-04-19,,
CASE001093,CUST000849,Adani Auto Solutions,INV0008481,2025-01-21,208848.72,99,Critical,Escalated,Rajesh Gupta,REP000009,Settlement Offer,2025-02-02,2025-04-21,,
CASE001094,CUST000849,Adani Auto Solutions,INV0008483,2024-11-22,95040.74,154,Critical,Pending Customer,Geeta Mishra,REP000040,Settlement Offer,2025-01-23,2025-05-03,,
CASE001095,CUST000849,Adani Auto Solutions,INV0008484,2025-01-03,354107.19,113,Critical,Escalated,Neha Gupta,REP000012,Legal Action Warning,2025-02-08,2025-04-23,,
CASE001096,CUST000850,JSW Auto Solutions,INV0008493,2024-11-30,4843116.99,149,Critical,In Progress,Rajesh Joshi,REP000049,Legal Action Warning,2025-01-20,2025-04-22,,
CASE001097,CUST000851,Godrej Auto Solutions,INV0008502,2024-12-24,446907.28,125,Critical,Pending Customer,Amit Joshi,REP000042,Legal Action Warning,2024-12-30,2025-04-25,,
CASE001098,CUST000851,Godrej Auto Solutions,INV0008507,2025-04-05,430676.92,18,Medium,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-17,2025-04-25,,
CASE001099,CUST000852,L&T Auto Solutions,INV0008513,2025-01-11,74826.04,110,Critical,In Progress,Sunil Mishra,REP000024,Legal Action Warning,2025-01-26,2025-04-27,,
CASE001100,CUST000853,ICICI Auto Solutions,INV0008523,2025-02-16,54588.57,67,High,In Progress,Sunita Mishra,REP000035,Payment Plan,2025-04-14,2025-05-04,,
CASE001102,CUST000856,Bajaj Auto Solutions,INV0008554,2024-12-24,43823.02,123,Critical,In Progress,Raj Gupta,REP000001,Legal Action Warning,2025-03-02,2025-04-27,,
CASE001103,CUST000857,HCL Auto Solutions,INV0008566,2025-01-12,40878.06,108,Critical,Escalated,Sunil Mishra,REP000024,Legal Action Warning,2025-03-31,2025-04-23,,
CASE001104,CUST000857,HCL Auto Solutions,INV0008568,2025-01-20,25701.03,99,Critical,Escalated,Rajesh Mishra,REP000029,Legal Action Warning,2025-01-28,2025-04-22,,
CASE001105,CUST000858,Hindustan Auto Solutions,INV0008572,2024-12-29,493193.57,123,Critical,In Progress,Amit Joshi,REP000042,Settlement Offer,2024-12-31,2025-04-21,,
CASE001106,CUST000859,Indian Auto Solutions,INV0008583,2025-01-09,196188.97,109,Critical,Pending Customer,Geeta Mishra,REP000040,Legal Action Warning,2025-02-18,2025-05-02,,
CASE001107,CUST000860,Tech Auto Solutions,INV0008591,2025-04-10,2001618.14,19,Critical,In Progress,Ashok Mishra,REP000030,Standard Follow-up,2025-04-13,2025-04-20,,
CASE001108,CUST000860,Tech Auto Solutions,INV0008593,2025-02-03,924058.57,83,High,Open,Rajesh Joshi,REP000049,Intensive Collection,2025-03-16,2025-04-22,,
CASE001109,CUST000860,Tech Auto Solutions,INV0008594,2025-02-08,1883276.13,74,Critical,In Progress,Kavita Gupta,REP000018,Payment Plan,2025-03-04,2025-04-27,,
CASE001110,CUST000861,Tata Fin Solutions,INV0008601,2025-01-07,216301.86,114,Critical,In Progress,Sanjay Joshi,REP000047,Legal Action Warning,2025-03-07,2025-04-28,,
CASE001111,CUST000861,Tata Fin Solutions,INV0008604,2024-12-12,470155.99,139,Critical,In Progress,Amit Mishra,REP000022,Legal Action Warning,2025-04-02,2025-04-29,,
CASE001112,CUST000862,Reliance Fin Solutions,INV0008611,2025-03-24,436579.00,37,Medium,Open,Rakesh Mishra,REP000028,Standard Follow-up,2025-04-01,2025-04-21,,
CASE001113,CUST000862,Reliance Fin Solutions,INV0008612,2024-12-08,401618.39,141,Critical,Pending Customer,Sunil Joshi,REP000044,Legal Action Warning,2025-01-08,2025-04-26,,
CASE001114,CUST000862,Reliance Fin Solutions,INV0008613,2025-04-11,350523.95,13,Medium,Open,Neha Gupta,REP000012,Standard Follow-up,2025-04-16,2025-05-05,,
CASE001115,CUST000863,Infosys Fin Solutions,INV0008625,2025-01-13,89566.78,108,Critical,In Progress,Sunil Mishra,REP000024,Legal Action Warning,2025-04-03,2025-04-22,,
CASE001116,CUST000864,Bharti Fin Solutions,INV0008633,2025-01-11,580858.23,109,Critical,Escalated,Shalini Mishra,REP000039,Settlement Offer,2025-01-14,2025-05-04,,
CASE001117,CUST000865,HDFC Fin Solutions,INV0008642,2025-03-23,12743.75,34,Medium,Open,Amit Mishra,REP000022,Standard Follow-up,2025-03-25,2025-05-03,,
CASE001118,CUST000865,HDFC Fin Solutions,INV0008645,2025-04-03,15575.27,22,Low,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-16,2025-05-03,,
CASE001119,CUST000866,Wipro Fin Solutions,INV0008654,2025-04-04,154060.82,21,Medium,In Progress,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-12,2025-04-21,,
CASE001120,CUST000867,Mahindra Fin Solutions,INV0008665,2025-02-20,87592.77,65,High,In Progress,Rani Mishra,REP000034,Payment Plan,2025-03-08,2025-04-20,,
CASE001121,CUST000869,Adani Fin Solutions,INV0008681,2025-02-16,121715.80,75,High,Open,Vijay Gupta,REP000003,Intensive Collection,2025-02-22,2025-05-06,,
CASE001122,CUST000869,Adani Fin Solutions,INV0008683,2025-04-11,377442.50,19,Medium,Open,Vijay Mishra,REP000023,Standard Follow-up,2025-04-17,2025-05-05,,
CASE001123,CUST000870,JSW Fin Solutions,INV0008692,2025-03-11,14036.80,51,Medium,In Progress,Meena Mishra,REP000037,Standard Follow-up,2025-04-13,2025-04-20,,
