interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0008873,CUST000888,Birla Power Solutions,2025-03-09,Video Call,Payment Confirmation,Verified payment receipt for invoice,Customer,Rakesh Gupta,REP000008,INV0008873,Pending,
INT0008881,CUST000889,Adani Power Solutions,2025-02-10,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Mishra,REP000028,INV0008882,Follow-up Required,
INT0008882,CUST000889,Adani Power Solutions,2024-11-26,Call,Collection Call,Customer promised payment by next week,Company,Anil Joshi,REP000045,INV0008883,Resolved,
INT0008883,CUST000889,Adani Power Solutions,2024-10-14,Chat,Collection Call,Escalated to manager due to payment delays,Company,Sunita Mishra,REP000035,INV0008883,Pending,
INT0008884,CUST000889,Adani Power Solutions,2025-03-11,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Sunita Mishra,REP000035,INV0008882,Follow-up Required,
INT0008885,CUST000889,Adani Power Solutions,2025-02-05,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Gupta,REP000008,INV0008882,Resolved,
INT0008886,CUST000889,Adani Power Solutions,2024-11-25,Video Call,Collection Call,Explained late payment fees and implications,Company,Anil Gupta,REP000005,INV0008884,Pending,
INT0008887,CUST000889,Adani Power Solutions,2024-10-27,Email,Collection Call,Escalated to manager due to payment delays,Company,Pooja Mishra,REP000033,INV0008884,Follow-up Required,
INT0008891,CUST000890,JSW Power Solutions,2025-02-27,Web Portal,Dispute Resolution,Processing refund for returned items,Customer,Kavita Mishra,REP000038,INV0008894,Follow-up Required,
INT0008892,CUST000890,JSW Power Solutions,2025-03-23,Video Call,Collection Call,Customer disputed invoice amount,Company,Rani Gupta,REP000014,INV0008893,Resolved,
INT0008893,CUST000890,JSW Power Solutions,2024-11-09,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Kavita Mishra,REP000038,INV0008893,Pending,
INT0008894,CUST000890,JSW Power Solutions,2024-12-11,Email,Payment Confirmation,Verified payment receipt for invoice,Company,Rajesh Gupta,REP000009,INV0008895,Follow-up Required,
INT0008901,CUST000891,Godrej Power Solutions,2025-02-15,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Mishra,REP000028,INV0008905,Follow-up Required,
INT0008902,CUST000891,Godrej Power Solutions,2025-03-16,Web Portal,Payment Confirmation,Updated records with new payment details,Customer,Rakesh Joshi,REP000048,INV0008903,Resolved,
INT0008903,CUST000891,Godrej Power Solutions,2025-04-01,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Sunil Gupta,REP000004,INV0008903,Pending,
INT0008904,CUST000891,Godrej Power Solutions,2025-01-09,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Sanjay Joshi,REP000047,INV0008905,Follow-up Required,
INT0008905,CUST000891,Godrej Power Solutions,2025-01-30,Email,Dispute Resolution,Processing refund for returned items,Company,Priya Gupta,REP000011,INV0008901,Resolved,
INT0008911,CUST000892,L&T Power Solutions,2024-10-12,Web Portal,Account Review,Quarterly account review meeting,Company,Rahul Gupta,REP000006,,Follow-up Required,
INT0008912,CUST000892,L&T Power Solutions,2024-11-30,Chat,Collection Call,Customer promised payment by next week,Company,Pooja Gupta,REP000013,INV0008912,Resolved,
INT0008913,CUST000892,L&T Power Solutions,2025-04-08,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Gupta,REP000010,INV0008912,Pending,
INT0008921,CUST000893,ICICI Power Solutions,2024-10-02,Site Visit,Account Review,Addressed concerns about recent shipments,Company,Priya Gupta,REP000011,,Follow-up Required,
INT0008922,CUST000893,ICICI Power Solutions,2024-12-29,Email,Collection Call,Explained late payment fees and implications,Company,Ashok Mishra,REP000030,INV0008922,Resolved,
INT0008923,CUST000893,ICICI Power Solutions,2024-12-31,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Vijay Joshi,REP000043,INV0008922,Pending,
INT0008924,CUST000893,ICICI Power Solutions,2025-03-15,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Anil Gupta,REP000005,INV0008922,Follow-up Required,
INT0008931,CUST000894,SBI Power Solutions,2024-11-06,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Gupta,REP000009,INV0008933,Follow-up Required,
INT0008932,CUST000894,SBI Power Solutions,2025-04-04,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Gupta,REP000006,INV0008931,Resolved,
INT0008933,CUST000894,SBI Power Solutions,2024-12-09,Chat,Collection Call,Escalated to manager due to payment delays,Company,Rakesh Mishra,REP000028,INV0008931,Pending,
INT0008934,CUST000894,SBI Power Solutions,2024-12-12,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Priya Gupta,REP000011,INV0008931,Follow-up Required,
INT0008935,CUST000894,SBI Power Solutions,2024-12-17,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Anita Mishra,REP000036,INV0008931,Resolved,
INT0008936,CUST000894,SBI Power Solutions,2025-02-15,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Raj Gupta,REP000001,INV0008931,Pending,
INT0008937,CUST000894,SBI Power Solutions,2025-04-11,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Anil Mishra,REP000025,INV0008931,Follow-up Required,
INT0008941,CUST000895,TCS Power Solutions,2025-03-24,Chat,Payment Confirmation,Resolved payment allocation discrepancy,Customer,Anita Gupta,REP000016,INV0008943,Follow-up Required,
INT0008942,CUST000895,TCS Power Solutions,2025-02-14,Web Portal,Payment Confirmation,Resolved payment allocation discrepancy,Company,Rakesh Mishra,REP000028,INV0008945,Resolved,
INT0008943,CUST000895,TCS Power Solutions,2025-03-09,Meeting,Collection Call,Customer disputed invoice amount,Company,Anil Gupta,REP000005,INV0008945,Pending,
INT0008944,CUST000895,TCS Power Solutions,2024-10-07,Call,Collection Call,Customer disputed invoice amount,Company,Ashok Gupta,REP000010,INV0008941,Follow-up Required,
INT0008945,CUST000895,TCS Power Solutions,2024-10-18,Chat,Collection Call,Discussed payment of overdue invoices,Company,Vijay Mishra,REP000023,INV0008941,Resolved,
INT0008946,CUST000895,TCS Power Solutions,2024-10-09,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Vijay Gupta,REP000003,INV0008945,Pending,
INT0008947,CUST000895,TCS Power Solutions,2024-10-12,Chat,Collection Call,Escalated to manager due to payment delays,Company,Anil Mishra,REP000025,INV0008945,Follow-up Required,
INT0008951,CUST000896,Bajaj Power Solutions,2025-03-17,Site Visit,Collection Call,Explained late payment fees and implications,Company,Sunil Gupta,REP000004,INV0008951,Follow-up Required,
INT0008952,CUST000896,Bajaj Power Solutions,2024-11-24,Meeting,Collection Call,Explained late payment fees and implications,Company,Neha Mishra,REP000032,INV0008953,Resolved,
INT0008953,CUST000896,Bajaj Power Solutions,2024-11-05,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Mishra,REP000023,INV0008953,Pending,
INT0008954,CUST000896,Bajaj Power Solutions,2025-02-08,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Rani Gupta,REP000014,INV0008951,Follow-up Required,
INT0008955,CUST000896,Bajaj Power Solutions,2024-10-26,Email,General Inquiry,Shared payment history report,Company,Anita Gupta,REP000016,,Resolved,
INT0008956,CUST000896,Bajaj Power Solutions,2025-02-04,Chat,Collection Call,Discussed payment of overdue invoices,Company,Shalini Mishra,REP000039,INV0008953,Pending,
INT0008957,CUST000896,Bajaj Power Solutions,2025-04-04,Meeting,Account Review,Updated customer contact information,Company,Kavita Mishra,REP000038,,Follow-up Required,
INT0008961,CUST000897,HCL Power Solutions,2024-11-19,Site Visit,Dispute Resolution,Created credit note for billing error,Customer,Raj Mishra,REP000021,INV0008962,Follow-up Required,
INT0008971,CUST000898,Hindustan Power Solutions,2025-02-13,Video Call,Dispute Resolution,Processing refund for returned items,Customer,Neha Mishra,REP000032,INV0008973,Follow-up Required,
INT0008972,CUST000898,Hindustan Power Solutions,2024-11-28,Web Portal,Collection Call,Explained late payment fees and implications,Company,Kavita Gupta,REP000018,INV0008974,Resolved,
INT0008973,CUST000898,Hindustan Power Solutions,2025-01-04,Meeting,General Inquiry,Shared payment history report,Customer,Ashok Joshi,REP000050,,Pending,
INT0008974,CUST000898,Hindustan Power Solutions,2024-12-04,Chat,Collection Call,Explained late payment fees and implications,Company,Rani Gupta,REP000014,INV0008974,Follow-up Required,
INT0008975,CUST000898,Hindustan Power Solutions,2025-02-20,Site Visit,Collection Call,Explained late payment fees and implications,Company,Meena Gupta,REP000017,INV0008974,Resolved,
INT0008981,CUST000899,Indian Power Solutions,2025-03-08,Call,Collection Call,Customer confirmed payment has been initiated,Company,Rajesh Gupta,REP000009,INV0008982,Follow-up Required,
INT0008982,CUST000899,Indian Power Solutions,2024-10-10,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Vijay Joshi,REP000043,INV0008984,Resolved,
INT0008983,CUST000899,Indian Power Solutions,2024-11-26,Meeting,Collection Call,Explained late payment fees and implications,Company,Amit Gupta,REP000002,INV0008982,Pending,
INT0008984,CUST000899,Indian Power Solutions,2025-02-27,Chat,Payment Confirmation,Resolved payment allocation discrepancy,Customer,Rakesh Gupta,REP000008,INV0008986,Follow-up Required,
INT0008985,CUST000899,Indian Power Solutions,2025-03-29,Call,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Vijay Joshi,REP000043,INV0008981,Resolved,
INT0008986,CUST000899,Indian Power Solutions,2025-01-08,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Priya Mishra,REP000031,INV0008982,Pending,
INT0008991,CUST000900,Tech Power Solutions,2025-03-26,Site Visit,General Inquiry,Responded to statement request,Customer,Amit Gupta,REP000002,,Follow-up Required,
INT0009001,CUST000901,Tata Steel Solutions,2025-01-22,Call,Collection Call,Customer disputed invoice amount,Company,Rani Gupta,REP000014,INV0009003,Follow-up Required,
INT0009002,CUST000901,Tata Steel Solutions,2024-12-10,Call,Account Review,Quarterly account review meeting,Company,Sanjay Gupta,REP000007,,Resolved,
INT0009003,CUST000901,Tata Steel Solutions,2025-01-03,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rahul Joshi,REP000046,INV0009003,Pending,
INT0009004,CUST000901,Tata Steel Solutions,2024-11-08,Site Visit,Collection Call,Customer promised payment by next week,Company,Raj Joshi,REP000041,INV0009003,Follow-up Required,
INT0009011,CUST000902,Reliance Steel Solutions,2024-10-09,Email,Collection Call,Customer disputed invoice amount,Company,Shalini Gupta,REP000019,INV0009016,Follow-up Required,
INT0009012,CUST000902,Reliance Steel Solutions,2024-11-01,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Rakesh Gupta,REP000008,INV0009012,Resolved,
INT0009013,CUST000902,Reliance Steel Solutions,2025-02-26,Call,Account Review,Discussed upcoming orders and payment terms,Company,Rajesh Gupta,REP000009,,Pending,
INT0009014,CUST000902,Reliance Steel Solutions,2025-01-04,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Meena Mishra,REP000037,INV0009016,Follow-up Required,
INT0009015,CUST000902,Reliance Steel Solutions,2025-03-03,Web Portal,Account Review,Negotiated new payment terms,Company,Vijay Gupta,REP000003,,Resolved,
INT0009016,CUST000902,Reliance Steel Solutions,2025-01-18,Email,Dispute Resolution,Created credit note for billing error,Company,Neha Gupta,REP000012,INV0009016,Pending,
INT0009021,CUST000903,Infosys Steel Solutions,2024-11-24,Video Call,General Inquiry,Responded to statement request,Customer,Sanjay Mishra,REP000027,,Follow-up Required,
INT0009022,CUST000903,Infosys Steel Solutions,2025-03-12,Email,Collection Call,Customer disputed invoice amount,Company,Neha Gupta,REP000012,INV0009021,Resolved,
INT0009023,CUST000903,Infosys Steel Solutions,2025-03-19,Site Visit,Dispute Resolution,Discussed quality issues with recent shipment,Customer,Rahul Joshi,REP000046,INV0009023,Pending,
INT0009024,CUST000903,Infosys Steel Solutions,2024-12-06,Video Call,Collection Call,Customer promised payment by next week,Company,Rakesh Joshi,REP000048,INV0009021,Follow-up Required,
INT0009025,CUST000903,Infosys Steel Solutions,2025-03-27,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Ashok Gupta,REP000010,INV0009021,Resolved,
INT0009031,CUST000904,Bharti Steel Solutions,2025-03-14,Meeting,General Inquiry,Explained invoice details,Customer,Rakesh Mishra,REP000028,,Follow-up Required,
INT0009041,CUST000905,HDFC Steel Solutions,2025-02-02,Web Portal,General Inquiry,Shared payment history report,Customer,Kavita Mishra,REP000038,,Follow-up Required,
INT0009042,CUST000905,HDFC Steel Solutions,2025-03-06,Site Visit,General Inquiry,Answered questions about payment methods,Company,Meena Gupta,REP000017,,Resolved,
INT0009043,CUST000905,HDFC Steel Solutions,2024-12-28,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Ashok Gupta,REP000010,INV0009044,Pending,
INT0009044,CUST000905,HDFC Steel Solutions,2024-12-22,Email,Collection Call,Explained late payment fees and implications,Company,Amit Joshi,REP000042,INV0009044,Follow-up Required,
INT0009045,CUST000905,HDFC Steel Solutions,2025-03-28,Web Portal,Collection Call,Explained late payment fees and implications,Company,Kavita Mishra,REP000038,INV0009044,Resolved,
INT0009046,CUST000905,HDFC Steel Solutions,2025-02-18,Call,Collection Call,Customer disputed invoice amount,Company,Anil Joshi,REP000045,INV0009044,Pending,
INT0009047,CUST000905,HDFC Steel Solutions,2025-02-28,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Joshi,REP000041,INV0009043,Follow-up Required,
INT0009051,CUST000906,Wipro Steel Solutions,2025-03-15,Chat,Collection Call,Customer disputed invoice amount,Company,Rajesh Gupta,REP000009,INV0009052,Follow-up Required,
INT0009052,CUST000906,Wipro Steel Solutions,2024-12-09,Web Portal,Collection Call,Customer promised payment by next week,Company,Meena Mishra,REP000037,INV0009052,Resolved,
INT0009053,CUST000906,Wipro Steel Solutions,2024-10-11,Meeting,Dispute Resolution,Resolved shipping discrepancy,Company,Rakesh Mishra,REP000028,INV0009053,Pending,
INT0009054,CUST000906,Wipro Steel Solutions,2024-10-25,Web Portal,Dispute Resolution,Processing refund for returned items,Customer,Rakesh Gupta,REP000008,INV0009053,Follow-up Required,
INT0009055,CUST000906,Wipro Steel Solutions,2024-10-20,Meeting,Collection Call,Customer disputed invoice amount,Company,Sunita Gupta,REP000015,INV0009052,Resolved,
INT0009061,CUST000907,Mahindra Steel Solutions,2025-02-01,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Sunita Mishra,REP000035,INV0009062,Follow-up Required,
INT0009062,CUST000907,Mahindra Steel Solutions,2025-03-21,Call,Account Review,Updated customer contact information,Company,Amit Gupta,REP000002,,Resolved,
INT0009063,CUST000907,Mahindra Steel Solutions,2024-11-06,Email,Collection Call,Explained late payment fees and implications,Company,Ashok Joshi,REP000050,INV0009062,Pending,
INT0009064,CUST000907,Mahindra Steel Solutions,2024-12-15,Call,Collection Call,Explained late payment fees and implications,Company,Priya Mishra,REP000031,INV0009062,Follow-up Required,
INT0009071,CUST000908,Birla Steel Solutions,2024-10-25,Call,Collection Call,Explained late payment fees and implications,Company,Geeta Mishra,REP000040,INV0009075,Follow-up Required,
INT0009072,CUST000908,Birla Steel Solutions,2024-12-02,Call,General Inquiry,Provided account balance information,Company,Rajesh Mishra,REP000029,,Resolved,
INT0009073,CUST000908,Birla Steel Solutions,2024-10-17,Site Visit,Dispute Resolution,Processing refund for returned items,Company,Ashok Joshi,REP000050,INV0009076,Pending,
INT0009074,CUST000908,Birla Steel Solutions,2024-12-17,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Sunita Mishra,REP000035,INV0009078,Follow-up Required,
INT0009075,CUST000908,Birla Steel Solutions,2024-10-02,Call,Collection Call,Explained late payment fees and implications,Company,Neha Gupta,REP000012,INV0009077,Resolved,
INT0009076,CUST000908,Birla Steel Solutions,2024-10-10,Call,Collection Call,Left voicemail regarding overdue payment,Company,Rakesh Gupta,REP000008,INV0009077,Pending,
INT0009077,CUST000908,Birla Steel Solutions,2025-03-31,Chat,Collection Call,Discussed payment of overdue invoices,Company,Ashok Joshi,REP000050,INV0009077,Follow-up Required,
INT0009078,CUST000908,Birla Steel Solutions,2025-01-06,Email,Dispute Resolution,Processing refund for returned items,Company,Rani Gupta,REP000014,INV0009077,Resolved,
INT0009081,CUST000909,Adani Steel Solutions,2025-02-14,Call,Payment Confirmation,Updated records with new payment details,Customer,Rajesh Mishra,REP000029,INV0009081,Follow-up Required,
INT0009082,CUST000909,Adani Steel Solutions,2024-10-21,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Priya Mishra,REP000031,INV0009081,Resolved,
INT0009083,CUST000909,Adani Steel Solutions,2025-01-27,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Gupta,REP000007,INV0009081,Pending,
INT0009091,CUST000910,JSW Steel Solutions,2025-02-03,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rahul Joshi,REP000046,INV0009093,Follow-up Required,
INT0009092,CUST000910,JSW Steel Solutions,2025-03-22,Call,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Gupta,REP000003,INV0009093,Resolved,
INT0009093,CUST000910,JSW Steel Solutions,2025-03-04,Video Call,Collection Call,Explained late payment fees and implications,Company,Anita Gupta,REP000016,INV0009093,Pending,
INT0009094,CUST000910,JSW Steel Solutions,2025-02-01,Web Portal,General Inquiry,Responded to statement request,Company,Pooja Gupta,REP000013,,Follow-up Required,
INT0009101,CUST000911,Godrej Steel Solutions,2025-03-16,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Sanjay Joshi,REP000047,INV0009103,Follow-up Required,
INT0009102,CUST000911,Godrej Steel Solutions,2024-12-02,Meeting,Payment Confirmation,Verified payment receipt for invoice,Company,Rakesh Gupta,REP000008,INV0009104,Resolved,
INT0009103,CUST000911,Godrej Steel Solutions,2025-01-03,Chat,Dispute Resolution,Discussed quality issues with recent shipment,Company,Neha Gupta,REP000012,INV0009103,Pending,
INT0009104,CUST000911,Godrej Steel Solutions,2025-01-16,Web Portal,Collection Call,Customer disputed invoice amount,Company,Anil Gupta,REP000005,INV0009103,Follow-up Required,
INT0009105,CUST000911,Godrej Steel Solutions,2024-12-08,Web Portal,Collection Call,Customer promised payment by next week,Company,Meena Mishra,REP000037,INV0009101,Resolved,
INT0009111,CUST000912,L&T Steel Solutions,2025-04-08,Email,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Gupta,REP000009,INV0009115,Follow-up Required,
INT0009112,CUST000912,L&T Steel Solutions,2024-12-28,Call,Collection Call,Left voicemail regarding overdue payment,Company,Pooja Mishra,REP000033,INV0009112,Resolved,
INT0009113,CUST000912,L&T Steel Solutions,2025-01-28,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Meena Gupta,REP000017,INV0009112,Pending,
INT0009114,CUST000912,L&T Steel Solutions,2025-04-10,Site Visit,General Inquiry,Explained invoice details,Company,Pooja Gupta,REP000013,,Follow-up Required,
INT0009115,CUST000912,L&T Steel Solutions,2025-04-01,Meeting,Collection Call,Customer promised payment by next week,Company,Pooja Mishra,REP000033,INV0009112,Resolved,
INT0009116,CUST000912,L&T Steel Solutions,2025-01-15,Email,Collection Call,Explained late payment fees and implications,Company,Vijay Gupta,REP000003,INV0009112,Pending,
INT0009117,CUST000912,L&T Steel Solutions,2025-01-07,Email,Dispute Resolution,Clarified invoice line items,Company,Vijay Joshi,REP000043,INV0009115,Follow-up Required,
INT0009121,CUST000913,ICICI Steel Solutions,2024-12-11,Chat,Collection Call,Customer disputed invoice amount,Company,Amit Gupta,REP000002,INV0009121,Follow-up Required,
INT0009122,CUST000913,ICICI Steel Solutions,2024-11-08,Video Call,Collection Call,Customer promised payment by next week,Company,Kavita Gupta,REP000018,INV0009121,Resolved,
INT0009123,CUST000913,ICICI Steel Solutions,2024-12-05,Meeting,Collection Call,Customer promised payment by next week,Company,Amit Joshi,REP000042,INV0009121,Pending,
INT0009124,CUST000913,ICICI Steel Solutions,2025-03-06,Meeting,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Ashok Joshi,REP000050,INV0009121,Follow-up Required,
INT0009125,CUST000913,ICICI Steel Solutions,2024-11-06,Video Call,General Inquiry,Addressed questions about online portal access,Company,Neha Gupta,REP000012,,Resolved,
INT0009126,CUST000913,ICICI Steel Solutions,2024-11-16,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Gupta,REP000006,INV0009124,Pending,
INT0009127,CUST000913,ICICI Steel Solutions,2025-01-21,Call,Collection Call,Customer confirmed payment has been initiated,Company,Rajesh Gupta,REP000009,INV0009121,Follow-up Required,
INT0009131,CUST000914,SBI Steel Solutions,2024-12-28,Web Portal,Account Review,Negotiated new payment terms,Company,Raj Mishra,REP000021,,Follow-up Required,
INT0009132,CUST000914,SBI Steel Solutions,2025-01-03,Call,Collection Call,Customer disputed invoice amount,Company,Priya Gupta,REP000011,INV0009135,Resolved,
INT0009133,CUST000914,SBI Steel Solutions,2025-02-09,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Pooja Gupta,REP000013,INV0009135,Pending,
INT0009134,CUST000914,SBI Steel Solutions,2024-10-14,Meeting,General Inquiry,Provided account balance information,Company,Raj Joshi,REP000041,,Follow-up Required,
INT0009135,CUST000914,SBI Steel Solutions,2024-12-01,Video Call,General Inquiry,Provided account balance information,Customer,Anil Mishra,REP000025,,Resolved,
INT0009136,CUST000914,SBI Steel Solutions,2025-03-29,Video Call,Account Review,Reviewed credit limit and payment history,Company,Priya Mishra,REP000031,,Pending,
INT0009137,CUST000914,SBI Steel Solutions,2024-12-27,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Rani Gupta,REP000014,INV0009131,Follow-up Required,
INT0009141,CUST000915,TCS Steel Solutions,2025-04-05,Chat,Collection Call,Discussed payment of overdue invoices,Company,Amit Joshi,REP000042,INV0009142,Follow-up Required,
INT0009142,CUST000915,TCS Steel Solutions,2024-12-27,Site Visit,Account Review,Updated customer contact information,Company,Shalini Mishra,REP000039,,Resolved,
INT0009143,CUST000915,TCS Steel Solutions,2025-03-16,Video Call,Collection Call,Customer promised payment by next week,Company,Sunil Joshi,REP000044,INV0009142,Pending,
INT0009144,CUST000915,TCS Steel Solutions,2024-12-06,Site Visit,Payment Confirmation,Verified payment receipt for invoice,Customer,Vijay Gupta,REP000003,INV0009146,Follow-up Required,
INT0009145,CUST000915,TCS Steel Solutions,2025-01-17,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Rakesh Joshi,REP000048,INV0009146,Resolved,
INT0009151,CUST000916,Bajaj Steel Solutions,2024-11-04,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Rakesh Mishra,REP000028,INV0009153,Follow-up Required,
INT0009152,CUST000916,Bajaj Steel Solutions,2025-02-21,Chat,Dispute Resolution,Clarified invoice line items,Company,Sanjay Mishra,REP000027,INV0009151,Resolved,
INT0009153,CUST000916,Bajaj Steel Solutions,2025-02-13,Call,Collection Call,Escalated to manager due to payment delays,Company,Ashok Mishra,REP000030,INV0009153,Pending,
INT0009154,CUST000916,Bajaj Steel Solutions,2024-10-19,Chat,Collection Call,Discussed payment of overdue invoices,Company,Neha Mishra,REP000032,INV0009152,Follow-up Required,
INT0009155,CUST000916,Bajaj Steel Solutions,2025-04-08,Video Call,Dispute Resolution,Discussed quality issues with recent shipment,Company,Sanjay Gupta,REP000007,INV0009151,Resolved,
INT0009156,CUST000916,Bajaj Steel Solutions,2024-10-12,Chat,General Inquiry,Provided account balance information,Customer,Priya Mishra,REP000031,,Pending,
INT0009157,CUST000916,Bajaj Steel Solutions,2025-01-11,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Rani Gupta,REP000014,INV0009153,Follow-up Required,
INT0009161,CUST000917,HCL Steel Solutions,2024-11-10,Web Portal,Account Review,Negotiated new payment terms,Company,Sunita Gupta,REP000015,,Follow-up Required,
INT0009171,CUST000918,Hindustan Steel Solutions,2025-01-05,Chat,Dispute Resolution,Discussed quality issues with recent shipment,Company,Amit Joshi,REP000042,INV0009171,Follow-up Required,
INT0009172,CUST000918,Hindustan Steel Solutions,2025-03-12,Site Visit,Account Review,Discussed upcoming orders and payment terms,Company,Rakesh Gupta,REP000008,,Resolved,
INT0009181,CUST000919,Indian Steel Solutions,2025-01-06,Call,Dispute Resolution,Created credit note for billing error,Company,Meena Gupta,REP000017,INV0009183,Follow-up Required,
INT0009191,CUST000920,Tech Steel Solutions,2024-11-14,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Vijay Gupta,REP000003,INV0009191,Follow-up Required,
INT0009192,CUST000920,Tech Steel Solutions,2025-03-25,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Rahul Mishra,REP000026,INV0009191,Resolved,
INT0009193,CUST000920,Tech Steel Solutions,2024-12-17,Meeting,Collection Call,Customer disputed invoice amount,Company,Rajesh Mishra,REP000029,INV0009191,Pending,
INT0009194,CUST000920,Tech Steel Solutions,2025-03-30,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Joshi,REP000049,INV0009191,Follow-up Required,
INT0009201,CUST000921,Tata Textiles Solutions,2025-03-19,Email,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Mishra,REP000030,INV0009204,Follow-up Required,
INT0009202,CUST000921,Tata Textiles Solutions,2025-02-13,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Kavita Gupta,REP000018,INV0009204,Resolved,
INT0009203,CUST000921,Tata Textiles Solutions,2024-11-26,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Anil Gupta,REP000005,INV0009204,Pending,
INT0009204,CUST000921,Tata Textiles Solutions,2024-12-05,Site Visit,Collection Call,Explained late payment fees and implications,Company,Pooja Mishra,REP000033,INV0009204,Follow-up Required,
INT0009205,CUST000921,Tata Textiles Solutions,2025-01-31,Web Portal,Account Review,Updated customer contact information,Company,Sanjay Gupta,REP000007,,Resolved,
INT0009211,CUST000922,Reliance Textiles Solutions,2025-02-20,Meeting,Dispute Resolution,Created credit note for billing error,Company,Anil Joshi,REP000045,INV0009211,Follow-up Required,
INT0009212,CUST000922,Reliance Textiles Solutions,2025-01-05,Chat,Collection Call,Explained late payment fees and implications,Company,Raj Mishra,REP000021,INV0009214,Resolved,
INT0009213,CUST000922,Reliance Textiles Solutions,2025-02-23,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Joshi,REP000047,INV0009214,Pending,
INT0009214,CUST000922,Reliance Textiles Solutions,2025-03-27,Email,General Inquiry,Shared payment history report,Company,Priya Mishra,REP000031,,Follow-up Required,
INT0009215,CUST000922,Reliance Textiles Solutions,2025-01-27,Email,Collection Call,Escalated to manager due to payment delays,Company,Neha Mishra,REP000032,INV0009216,Resolved,
INT0009216,CUST000922,Reliance Textiles Solutions,2025-02-26,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Amit Gupta,REP000002,INV0009216,Pending,
INT0009221,CUST000923,Infosys Textiles Solutions,2025-01-11,Site Visit,Collection Call,Explained late payment fees and implications,Company,Sunita Mishra,REP000035,INV0009227,Follow-up Required,
INT0009222,CUST000923,Infosys Textiles Solutions,2025-01-28,Chat,Payment Confirmation,Updated records with new payment details,Company,Anil Joshi,REP000045,INV0009228,Resolved,
INT0009223,CUST000923,Infosys Textiles Solutions,2025-02-14,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Gupta,REP000001,INV0009221,Pending,
INT0009224,CUST000923,Infosys Textiles Solutions,2025-01-21,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Shalini Gupta,REP000019,INV0009226,Follow-up Required,
